,Author Keyword,eID,Abbreviation,Code,Text
118,NaN,2-s2.0-36849069880,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
119,"['Cluster chains', ""Fisher's inverse chi-square method""]",2-s2.0-36849036339,MATH,2614,Theoretical Computer Science
120,"['Bioinformatical methods for domain detection', 'Bioinformatics of ubiquitin domains', 'Building complex systems from simple domains', 'Concept of functional domains', 'Protein degradation', 'Ubiquitin-like domains', 'Ubiquitin-recognition domains']",2-s2.0-63049131431,MEDI,2702,Anatomy
121,NaN,2-s2.0-36849022552,IMMU,2402,Applied Microbiology and Biotechnology
122,"['Antigen mimicry', 'Immunological memory', 'MHC-I binding', 'Peptidomimics']",2-s2.0-35448934906,COMP,1700,Computer Science (all)
123,"['Clustering', 'Relational clustering', 'Relational data']",2-s2.0-36849020504,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
124,"['Diffusion of innovations', 'Evolutionary analysis', 'Interaction networks']",2-s2.0-36849076228,MATH,2614,Theoretical Computer Science
125,NaN,2-s2.0-36849012677,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
126,NaN,2-s2.0-39749134935,COMP,1700,Computer Science (all)
127,"['Association analysis', 'H-confidence', 'Noise reduction', 'Protein function prediction', 'Protein interaction networks']",2-s2.0-36849041067,MATH,2614,Theoretical Computer Science
128,"['β-Catenin', 'Chondrocytes', 'COX-2', 'Interleukin-1β', 'Lef1', 'Transcription']",2-s2.0-35448960400,COMP,1700,Computer Science (all)
129,NaN,2-s2.0-40449123449,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
130,PROTEINS,2-s2.0-36749073976,MATH,2614,Theoretical Computer Science
131,NaN,2-s2.0-36749007260,COMP,1700,Computer Science (all)
132,NaN,2-s2.0-36849055524,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
133,NaN,2-s2.0-36849039007,MATH,2614,Theoretical Computer Science
134,NaN,2-s2.0-36849001513,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
135,"['Allostery', 'Bacterial pathogenesis', 'Cyclic diguanylate (cyclic-di-GMP)', 'Fluorescence resonance energy transfer', 'X-ray crystallography']",2-s2.0-37149042731,COMP,1700,Computer Science (all)
136,NaN,2-s2.0-41149099117,MATH,2614,Theoretical Computer Science
137,"['Bile salt export pump', 'Mutation', 'Weak linkage']",2-s2.0-36749018036,COMP,1700,Computer Science (all)
138,"['Bioinformatics', 'Comparative genomic hybridization', 'Copynumber alterations', 'Glioblastoma', 'Single-nucleotide polymorphism arrays']",2-s2.0-38049100456,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
139,"['Expression regulation', 'Interferon α', 'Interferon-stimulated response elements', 'Retinoic acid-induced gene G', 'Signal transducer and activator of transcription 1']",2-s2.0-37148999906,MATH,2614,Theoretical Computer Science
140,NaN,2-s2.0-38849131252,COMP,1700,Computer Science (all)
141,NaN,2-s2.0-70449509741,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
142,"['Agonist binding', 'Antagonist binding', 'ATP', 'P2X3 receptor', 'Site directed mutagenesis']",2-s2.0-35348913169,MATH,2614,Theoretical Computer Science
143,"['Angiogenesis', 'Apoptosis', 'DcR3', 'DR3', 'Inflammation', 'TL1', 'TNFSF15', 'VEGI', 'X-ray crystallography']",2-s2.0-35348946401,COMP,1700,Computer Science (all)
144,NaN,2-s2.0-36649034883,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
145,NaN,2-s2.0-41649087062,MATH,2614,Theoretical Computer Science
146,NaN,2-s2.0-38849195476,COMP,1700,Computer Science (all)
147,NaN,2-s2.0-44249109690,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
148,"['Bioinformatics', 'Molecular replacement', 'Validation']",2-s2.0-37349054173,MATH,2614,Theoretical Computer Science
149,"['Model preparation', 'Molecular replacement', 'MOLREP']",2-s2.0-37349121133,COMP,1700,Computer Science (all)
150,NaN,2-s2.0-39049156291,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
151,NaN,2-s2.0-36448959817,MATH,2614,Theoretical Computer Science
152,"['Antigen', 'Epitopes', 'GAD 65', 'Homology modelling', 'Protein structure visualization']",2-s2.0-36448997026,COMP,1700,Computer Science (all)
153,"['Biomarker', 'Diagnosis', 'Mass spectrometry', 'Ovarian cancer', 'Proteomics']",2-s2.0-36448960928,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
154,NaN,2-s2.0-46849097590,MATH,2614,Theoretical Computer Science
155,"['Bioinformatics', 'Requirement analysis']",2-s2.0-47849130891,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
156,"['Distributed bioinformatics workflow', 'Petri nets', 'Workflow log', 'Workflow nets', 'Workflow process mining']",2-s2.0-48049122407,COMP,1700,Computer Science (all)
157,NaN,2-s2.0-38449090222,MATH,2614,Theoretical Computer Science
158,NaN,2-s2.0-84878125755,COMP,1700,Computer Science (all)
159,NaN,2-s2.0-51849153242,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
160,"['Glyph', 'Ligand', 'Overview', 'Protein']",2-s2.0-49649090620,MATH,2614,Theoretical Computer Science
161,NaN,2-s2.0-77953069142,COMP,1700,Computer Science (all)
162,NaN,2-s2.0-47649107840,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
163,NaN,2-s2.0-84881405964,MATH,2614,Theoretical Computer Science
164,"['Bioinformatics', 'Epitope mapping', 'Helicobacter pylori (HP)', 'Neutrophil-activating protein (NAP)']",2-s2.0-84869820654,COMP,1700,Computer Science (all)
165,NaN,2-s2.0-39749131260,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
166,"['Electron density map interpretation', 'Features', 'Structural bioinformatics', 'X-ray crystallography']",2-s2.0-47649089268,MATH,2614,Theoretical Computer Science
167,"['Bioinformatics', 'Hypothesis testing', 'Information theory', 'Ontologies']",2-s2.0-48049094552,COMP,1700,Computer Science (all)
168,NaN,2-s2.0-47349117941,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
169,"['Gene Chip Design', 'Immune tolerance', 'Microarrays', 'Oncology']",2-s2.0-77956444163,MATH,2614,Theoretical Computer Science
170,NaN,2-s2.0-38449113492,COMP,1700,Computer Science (all)
171,"['Bioinformatics', 'Data integration', 'Mediator system', 'Ontology']",2-s2.0-44949201114,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
172,NaN,2-s2.0-49349085693,MATH,2614,Theoretical Computer Science
173,"['Assessment', 'Bioinformatics', 'Online learning', 'Onsite learning']",2-s2.0-50049092703,COMP,1700,Computer Science (all)
174,NaN,2-s2.0-84871966722,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
175,NaN,2-s2.0-84878263645,MATH,2614,Theoretical Computer Science
176,"['Bioinformatics', 'Computational biology', 'Curriculum', 'Interdisciplinary communication']",2-s2.0-37849039005,COMP,1700,Computer Science (all)
177,"['Bioinformatics', 'Reference model', 'Resources']",2-s2.0-71449125110,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
178,NaN,2-s2.0-84884621286,MATH,2614,Theoretical Computer Science
179,NaN,2-s2.0-38149000193,COMP,1700,Computer Science (all)
180,NaN,2-s2.0-38049009570,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
181,NaN,2-s2.0-41249100224,MATH,2614,Theoretical Computer Science
182,"['Agile methods', 'Bioinformatics', 'Java 3D™', 'Lessons learned']",2-s2.0-38149120506,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
183,NaN,2-s2.0-47649091687,COMP,1700,Computer Science (all)
184,NaN,2-s2.0-46449116074,MATH,2614,Theoretical Computer Science
185,NaN,2-s2.0-38349028873,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
186,"['Assessment', 'Bioinformatics', 'Expertise', 'Requirements engineering', 'Usability', 'User experience', 'Utility']",2-s2.0-51149123030,COMP,1700,Computer Science (all)
187,NaN,2-s2.0-38049187881,MATH,2614,Theoretical Computer Science
188,NaN,2-s2.0-38149045083,COMP,1700,Computer Science (all)
189,NaN,2-s2.0-47249155198,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
190,NaN,2-s2.0-49949094603,MATH,2614,Theoretical Computer Science
191,NaN,2-s2.0-42549107938,AGRI,1100,Agricultural and Biological Sciences (all)
192,NaN,2-s2.0-51849101958,AGRI,1100,Agricultural and Biological Sciences (all)
193,"['Biometrics', 'Keystroke dynamics', 'Position specific scoring matrix']",2-s2.0-49349087074,MEDI,2700,Medicine (all)
194,NaN,2-s2.0-40949129121,BIOC,1315,Structural Biology
195,NaN,2-s2.0-40949087188,MATH,2604,Applied Mathematics
196,"['Bioinformatics', 'Flagellar proteins', 'Formin', 'Katanin', 'Leishmania', 'Profilin']",2-s2.0-47649109220,MEDI,2700,Medicine (all)
197,"['Bioinformatics', 'Grid', 'Problem solving environment', 'Service-oriented architecture', 'Workflow']",2-s2.0-44949120588,BIOC,1315,Structural Biology
198,NaN,2-s2.0-84887347472,MATH,2604,Applied Mathematics
199,"['Benign', 'Bioinformatics', 'Computational Intelligence', 'Maliganant Transformation', 'Parallel Paradigm of Cancr']",2-s2.0-52249098107,MEDI,2700,Medicine (all)
200,"['Dihydrouracil dehydrogenase (NADP)', 'Evolution', 'Gene expression', 'Genomics', 'Promoter regions (Genetics)']",2-s2.0-38349166226,BIOC,1315,Structural Biology
201,NaN,2-s2.0-46749150638,MATH,2604,Applied Mathematics
202,"['Bioinformatics', 'Pathogenesis-related protein', 'Real-time fluorescent quantitative PCR', 'Salvia miltiorrhiza']",2-s2.0-38349169319,MEDI,2700,Medicine (all)
203,NaN,2-s2.0-47349087257,BIOC,1315,Structural Biology
204,NaN,2-s2.0-38049146002,MATH,2604,Applied Mathematics
205,"['Bioinformatics', 'Dengue virus', 'Epitope', 'Glycoprotein E']",2-s2.0-84869753601,MEDI,2700,Medicine (all)
206,"['Bioinformatics', 'Comparative genomics', 'In silico biology', 'Lkb1', 'Stk11']",2-s2.0-77954291463,BIOC,1315,Structural Biology
207,NaN,2-s2.0-36849083542,MATH,2604,Applied Mathematics
208,NaN,2-s2.0-39749122048,MEDI,2700,Medicine (all)
209,"['Clustering', 'Comparative genomics', 'Digital northern', 'Transcriptomics', 'Trimming']",2-s2.0-38049177913,BIOC,1315,Structural Biology
210,NaN,2-s2.0-38349014805,MATH,2604,Applied Mathematics
211,"['Endoplasmic reticulum', 'Membrane protein', 'Mitochondrial outer membrane', 'Protein targeting', 'SNARE']",2-s2.0-35948944937,COMP,1700,Computer Science (all)
212,"['Bioinformatic', 'Guanine', 'Guanine quadruplex', 'Guanine tetrad', 'Quadruplex', 'Quadruplex sequence', 'Quadruplex structure', 'Sequence search']",2-s2.0-35448996964,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
213,"['ß-barrel membrane protein', 'Amino acid composition', 'Discrimination', 'Genome', 'Prediction', 'Sequence analysis']",2-s2.0-38349029219,MATH,2614,Theoretical Computer Science
214,NaN,2-s2.0-33847693072,COMP,1700,Computer Science (all)
215,"['Bio-informatics', 'Clustering', 'Data mining', 'Hidden Markov models', 'Kernel methods', 'Multi-layers model']",2-s2.0-38149075952,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
216,NaN,2-s2.0-38949084863,MATH,2614,Theoretical Computer Science
217,"['Bioinformatics', 'Web service composition', 'Workflow']",2-s2.0-46849112443,COMP,1700,Computer Science (all)
218,NaN,2-s2.0-50049133996,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
219,"['Cation transport', 'Membrane transport', 'Nutrient', 'Potassium', 'Salt stress', 'Sodium']",2-s2.0-38349088634,MATH,2614,Theoretical Computer Science
220,NaN,2-s2.0-38049088183,COMP,1700,Computer Science (all)
221,NaN,2-s2.0-38049012421,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
222,NaN,2-s2.0-51749086855,MATH,2614,Theoretical Computer Science
223,NaN,2-s2.0-58449111239,COMP,1700,Computer Science (all)
224,NaN,2-s2.0-84900960940,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
225,NaN,2-s2.0-56149098474,MATH,2614,Theoretical Computer Science
226,NaN,2-s2.0-84900956064,COMP,1700,Computer Science (all)
227,NaN,2-s2.0-84900943741,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
228,"['Biological Data Banks', 'Grid Computing', 'Grid Problem Solving Environments', 'Web Services']",2-s2.0-34548560604,MATH,2614,Theoretical Computer Science
229,NaN,2-s2.0-84900948824,COMP,1700,Computer Science (all)
230,NaN,2-s2.0-84900961769,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
231,NaN,2-s2.0-79959342259,MATH,2614,Theoretical Computer Science
232,NaN,2-s2.0-84900904435,MATH,2614,Theoretical Computer Science
233,NaN,2-s2.0-38449089398,COMP,1700,Computer Science (all)
234,NaN,2-s2.0-84900643601,COMP,1700,Computer Science (all)
235,NaN,2-s2.0-84901539176,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
236,NaN,2-s2.0-84900590785,MATH,2614,Theoretical Computer Science
237,NaN,2-s2.0-84900961962,COMP,1700,Computer Science (all)
238,NaN,2-s2.0-84885633794,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
239,NaN,2-s2.0-47749085287,MATH,2614,Theoretical Computer Science
240,NaN,2-s2.0-84886036192,COMP,1700,Computer Science (all)
241,NaN,2-s2.0-38149096356,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
242,NaN,2-s2.0-84892351308,MATH,2614,Theoretical Computer Science
243,NaN,2-s2.0-53249156742,COMP,1700,Computer Science (all)
244,NaN,2-s2.0-41449101433,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
245,NaN,2-s2.0-62249189746,MATH,2614,Theoretical Computer Science
246,NaN,2-s2.0-38449110822,COMP,1700,Computer Science (all)
247,NaN,2-s2.0-39749127805,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
248,NaN,2-s2.0-44449093584,MATH,2614,Theoretical Computer Science
249,NaN,2-s2.0-38149123945,COMP,1700,Computer Science (all)
250,NaN,2-s2.0-38049108166,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
251,NaN,2-s2.0-38049173082,MATH,2614,Theoretical Computer Science
252,NaN,2-s2.0-49949107068,COMP,1700,Computer Science (all)
253,NaN,2-s2.0-49949115959,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
254,NaN,2-s2.0-39149118351,MATH,2614,Theoretical Computer Science
255,NaN,2-s2.0-49949089700,MATH,2614,Theoretical Computer Science
256,NaN,2-s2.0-41149121623,COMP,1700,Computer Science (all)
257,NaN,2-s2.0-38449085048,COMP,1700,Computer Science (all)
258,"['Domain', 'Evolution', 'Fusion protein', 'Gene fusion']",2-s2.0-84900924804,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
259,NaN,2-s2.0-38049162044,MATH,2614,Theoretical Computer Science
260,NaN,2-s2.0-38149046626,IMMU,2403,Immunology
261,NaN,2-s2.0-38349015067,PHAR,3004,Pharmacology
262,NaN,2-s2.0-38149052957,BIOC,1311,Genetics
263,NaN,2-s2.0-38149088692,MEDI,2716,Genetics (clinical)
264,NaN,2-s2.0-38149065949,MATH,2614,Theoretical Computer Science
265,NaN,2-s2.0-38149075383,COMP,1700,Computer Science (all)
266,NaN,2-s2.0-38149088712,COMP,1712,Software
267,NaN,2-s2.0-38149082754,MATH,2611,Modeling and Simulation
268,NaN,2-s2.0-38149015341,MEDI,2700,Medicine (all)
269,NaN,2-s2.0-38049169185,BIOC,1315,Structural Biology
270,NaN,2-s2.0-38149028416,MATH,2604,Applied Mathematics
271,NaN,2-s2.0-38149043337,MEDI,2700,Medicine (all)
272,NaN,2-s2.0-38149061951,BIOC,1315,Structural Biology
273,NaN,2-s2.0-38049148346,MATH,2604,Applied Mathematics
274,NaN,2-s2.0-38149016954,AGRI,1100,Agricultural and Biological Sciences (all)
275,NaN,2-s2.0-38349018616,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
276,NaN,2-s2.0-53149085938,MEDI,2700,Medicine (all)
