,Author Keyword,eID,Abbreviation,Code,Text
17,"['Frequent dense pattern', 'PPI', 'Relative support', 'Unbalance']",2-s2.0-72749091324,ENGI,2204,Biomedical Engineering
18,"['OPN', 'Phylogenetic tree', 'RT-PCR', 'Western-blot', 'Wild boar']",2-s2.0-72749110755,BIOC,1305,Biotechnology
19,"['DNA classification', 'Filter', 'Fourier transform']",2-s2.0-72749094047,ENGI,2204,Biomedical Engineering
20,"['Compressed pattern matching', 'D-BM', 'Multithreaded programming technology']",2-s2.0-72749122518,BIOC,1305,Biotechnology
21,NaN,2-s2.0-75449119681,ENGI,2204,Biomedical Engineering
22,"['Amino acids pair', 'Protein', 'Sheet', 'Structure', 'Visualization']",2-s2.0-72749113997,BIOC,1305,Biotechnology
23,"['cDNA library', 'Differentially expressed gene', 'Gametophytes', 'Laminaria japonica Aresch', 'SSH']",2-s2.0-72749123176,ENGI,2204,Biomedical Engineering
24,"['Fisher classifier', 'GC ratio component', 'Gene recognition', 'Least squares support vector machines']",2-s2.0-72749099094,BIOC,1305,Biotechnology
25,"['Computational biology', 'DNA', 'EA', 'ES', 'Evolution strategies', 'Evolutionary algorithms', 'Local search', 'Motif discovery', 'Transcription factor']",2-s2.0-72749109603,ENGI,2204,Biomedical Engineering
26,"['Iron tailing', 'Microbial population', 'Plant growth', 'Restoration', 'Vermicompost']",2-s2.0-72749123227,COMP,1703,Computational Theory and Mathematics
27,"['Principal component analysis', 'Sustainable development', 'Water resources', 'Water reuse', 'Water utilizationand']",2-s2.0-72749083150,MATH,2614,Theoretical Computer Science
28,"['Basin scale', 'Dominant factor', 'Ecological vulnerability', 'Indicator system', 'Spatial differences']",2-s2.0-72749092631,COMP,1703,Computational Theory and Mathematics
29,"['4-Hydroxyphenylacetic acid', 'Activation', 'Diphenolase', 'Inhibition', 'Monophenlase', 'Mushroom tyrosinase']",2-s2.0-72749094679,MATH,2614,Theoretical Computer Science
30,"['Body image', 'Self-esteem', 'SEM model', 'Social pressure', 'Teasing']",2-s2.0-72749086635,BIOC,1305,Biotechnology
31,"['Biofilms', 'Bioreactors', 'CAST', 'SND']",2-s2.0-72749088498,ENGI,2204,Biomedical Engineering
32,"['Morphological operators', 'Noninvasive measurement', 'Photoplethysmography (PPG)', 'Respiratory rhythm']",2-s2.0-72749097636,BIOC,1305,Biotechnology
33,"['Alkaline phosphatase', 'Human periodontal ligament cells', 'Surface roughness', 'Titanium']",2-s2.0-72749085100,ENGI,2204,Biomedical Engineering
34,"['Artificial hip joint', 'Cemented stem', 'Finite element method', 'Hip replacement', 'Stress distribution']",2-s2.0-72749095284,BIOC,1305,Biotechnology
35,"['Affinity membrane', 'Chitosan', 'Electrospinning', 'Modification', 'Nylon-6']",2-s2.0-72749119304,ENGI,2204,Biomedical Engineering
36,NaN,2-s2.0-72749120904,BIOC,1305,Biotechnology
37,"['Flocculant', 'High-viscosity oil petrification wastewater', 'Polymer silicate phosphate ferrous sulfate', 'Preparation']",2-s2.0-72749128336,ENGI,2204,Biomedical Engineering
38,"['Biodegradation', 'Polyaspartic acid', 'Polyaspartic acid derivative', 'Scale inhibition']",2-s2.0-72749096541,BIOC,1305,Biotechnology
39,"['Backwashing', 'Component; deep bed filtration', 'Denitrification', 'Nitrification', 'Secondary effluent']",2-s2.0-72749089637,ENGI,2204,Biomedical Engineering
40,"['15min-EC 50', 'pH', 'Photobacterium phosphoreum', 'QSAR', 'Substituted phenols']",2-s2.0-72749110527,BIOC,1305,Biotechnology
41,"['Ammonium nitrogen', 'Immobilized nitrifying bacteria', 'Up-flow inner circulation reactor', 'Waterborne polyurethane']",2-s2.0-72749122773,ENGI,2204,Biomedical Engineering
42,"['BDOC', 'Biological stability', 'Disinfection', 'Phosphorus', 'Photocatalysis']",2-s2.0-72749111884,BIOC,1305,Biotechnology
43,"['Application', 'Principle', 'Removal of nitrogen and phosphorus', 'Reversed A2/O process']",2-s2.0-72749113984,BIOC,1311,Genetics
44,"['3D dynamic simulation', 'Biomechanical', 'Breast injuries', 'Comfort', 'Function', 'Sports bra', 'Support']",2-s2.0-72749106862,BIOC,1305,Biotechnology
45,"['Aerobic denitrifying bacterial strain', 'CODcr', 'Inorganic phosphorus', 'Nano Fe3O4', 'Total nitrogen']",2-s2.0-72749090190,ENGI,2204,Biomedical Engineering
46,"['Diazepam', 'GabaA receptor subunit mRNA', 'Ginsenoside Rb1', 'Hippocampal neurons', 'RT-PCR']",2-s2.0-72749092440,BIOC,1305,Biotechnology
47,"['Component', 'Formatting', 'GPU', 'Texture mapping', 'Volume rendering']",2-s2.0-72749093062,ENGI,2204,Biomedical Engineering
48,"['Di(2-ethylhexyl)phthalate', 'DNA single strand breaks', 'Genotoxicity']",2-s2.0-72749119063,BIOC,1305,Biotechnology
49,"['Alzheimer disease', 'Amyloid beta', 'Microdialysis', 'Subarachnoid hemorrhage', 'Traumatic brain injury']",2-s2.0-72749117909,ENGI,2204,Biomedical Engineering
50,"['Islet transplantation', 'Macro-encapsulated islets, type 1 diabetes', 'Polyvinyl alcohol (PVA)']",2-s2.0-72749090384,COMP,1703,Computational Theory and Mathematics
51,"['Acute toxicity', 'Aquatic environment', 'Daphnia magna', 'Nano-SiO2']",2-s2.0-72749119486,MATH,2614,Theoretical Computer Science
52,"['Adsorption', 'Heavy metal ions', 'Konjac glucomannan']",2-s2.0-72749107331,BIOC,1305,Biotechnology
53,"['Extracellular polysaccharides', 'Ganoderma sinense', 'Intracellular polysaccharides', 'Medicinal fungi', 'Submerged fermentation']",2-s2.0-72749106809,ENGI,2204,Biomedical Engineering
54,"['Aquatic products', 'GC/MS', 'Hydroxy-PCBs', 'Silylation derivatization']",2-s2.0-72749099316,BIOC,1305,Biotechnology
55,"['Fourier analysis', 'Non-invasive detection', 'Pulse waveform', 'Vascular resistance']",2-s2.0-72749106535,ENGI,2204,Biomedical Engineering
56,"['Alkali metals', 'Desalination', 'Incineration', 'Organic wastewater']",2-s2.0-72749111248,BIOC,1305,Biotechnology
57,NaN,2-s2.0-72749103744,ENGI,2204,Biomedical Engineering
58,"['Anoxic', 'Influence factors', 'Nitrogenous heterocyclic compound', 'Pyridine']",2-s2.0-72749106652,BIOC,1305,Biotechnology
59,"['Buoyancy regulation', 'Cyanobacteria', 'Turbulence']",2-s2.0-72749093846,ENGI,2204,Biomedical Engineering
60,"['3-ketosteroid-Δ1-dehydrogenation', 'Arthrobacter globiformis', 'Mathematical model', 'Ultrasonic cell biotransformation', 'Whole-cell biotransformation']",2-s2.0-72749111656,BIOC,1305,Biotechnology
61,"['Analytical model', 'DC electric fields', 'Power dissipation', 'The cell membrane in suspensions']",2-s2.0-72749092442,ENGI,2204,Biomedical Engineering
62,"['Medical information systems', 'Medical sensor network', 'Patient area network', 'Security']",2-s2.0-72749094993,BIOC,1305,Biotechnology
63,"['Baseline Removal', 'Coronary heart disease', 'ECG', 'Filtering', 'Wavelets']",2-s2.0-72749118990,ENGI,2204,Biomedical Engineering
64,NaN,2-s2.0-72749116201,BIOC,1305,Biotechnology
65,"['Fluorescent molecular tomography', 'Image reconstruction techniques', 'Wavelets']",2-s2.0-72749117912,ENGI,2204,Biomedical Engineering
66,"['Data mart', 'Data warehouse', 'On-line analytical processing', 'Water environment']",2-s2.0-72749128101,BIOC,1305,Biotechnology
67,"['Accelerometer', 'CPR', 'Gyroscope', 'Manual chest compressions']",2-s2.0-72749087480,ENGI,2204,Biomedical Engineering
68,"['Comparing analysis', 'Source apportionment', 'TSP']",2-s2.0-72749085305,BIOC,1305,Biotechnology
69,"['Catalytic ozonation', 'Nanosized TiO2', 'Nitrobenzene', 'Zeolite']",2-s2.0-72749094522,ENGI,2204,Biomedical Engineering
70,"['Biomarker', 'Cross-linkage', 'LC/ESI/MS', 'Modification sites']",2-s2.0-72749089658,BIOC,1305,Biotechnology
71,"['AE', 'Annotator', 'CAS', 'Semantic search', 'UIMA']",2-s2.0-72749084166,ENGI,2204,Biomedical Engineering
72,"['Artificial neural network', 'Water quality evaluation; Dalian Bay']",2-s2.0-72749118106,BIOC,1305,Biotechnology
73,"['Analysis on sludge characteristics', 'CASS technique', 'Domestic sewage treatment']",2-s2.0-72749106849,ENGI,2204,Biomedical Engineering
74,"['Carbon emission', 'China', 'Depressurization effect', 'Rebound effect', 'STIRPAT model']",2-s2.0-72749114607,BIOC,1305,Biotechnology
75,"['EDI', 'Non-point source pollution', 'Rainfall', 'Soil nitrogen', 'Surface runoff']",2-s2.0-72749098879,ENGI,2204,Biomedical Engineering
76,"['AEI-CPR', 'Genetic algorithm', 'Optimization']",2-s2.0-72749113118,BIOC,1305,Biotechnology
77,"['Extracellular polysaccharides', 'Ganoderma lucidum', 'Palmitic acid', 'Submerged fermentation']",2-s2.0-72749100426,ENGI,2204,Biomedical Engineering
78,"['Dechlorination', 'Modifization', 'Monochloroacetic acid', 'Pd/Fe nanoparticles', 'PVDF']",2-s2.0-72749120849,BIOC,1305,Biotechnology
79,"['Apoptosis', 'Glycolysis', 'Mitochondrial permeability transition', 'Ultrasound']",2-s2.0-72749093118,ENGI,2204,Biomedical Engineering
80,"['Probability representation', 'Steiner tree', 'Substitution model']",2-s2.0-72749116239,BIOC,1305,Biotechnology
81,"['δ-aminolevulinic acid dehydratase', 'ALDA', 'Genotype', 'Interethnic differences', 'Polymorphisms']",2-s2.0-72749093132,ENGI,2204,Biomedical Engineering
82,NaN,2-s2.0-72749092707,BIOC,1305,Biotechnology
83,"['Rainwater inflowing', 'Separated sewage system', 'Sewage pumping station']",2-s2.0-72749105402,ENGI,2204,Biomedical Engineering
84,"['Ammonia', 'Biotrickling air filter', 'Nitration', 'Zeolite']",2-s2.0-72749101234,BIOC,1305,Biotechnology
85,"['4-α-glucanotransferas', 'Amylomaltase', 'Cycloamylose', 'Streptomyces']",2-s2.0-72749095022,ENGI,2204,Biomedical Engineering
86,"['Food', 'Lead (II)', 'Microemulsion', 'Preconcentration and separation', 'Spectrophotometry', 'Sulphydryl Dextrane Gel', 'Trihydroxyphenylfluorone']",2-s2.0-72749113592,BIOC,1305,Biotechnology
87,"['Calcium phosphate scaffold', 'Chitosan', 'Hydroxyapatite', 'Macroporous', 'Mannitol']",2-s2.0-72749127634,ENGI,2204,Biomedical Engineering
88,"['Breast cancer detection', 'Confocal', 'Dispersion', 'Hemi-elliptical model', 'UWB']",2-s2.0-72749110036,BIOC,1305,Biotechnology
89,"['Autohydrotrogenophic denitrification', 'Heavy metals', 'Kintics', 'Nitrate']",2-s2.0-72749102477,ENGI,2204,Biomedical Engineering
90,"['Acrylic fiber wastewater', 'Fenton oxidization', 'Internal electrolysis', 'Pre-treatment']",2-s2.0-72749116710,BIOC,1305,Biotechnology
91,"['Aerobic granule', 'ECPs', 'Hydrophobicity', 'Sludge characteristics', 'SOUR', 'Surface charge']",2-s2.0-72749116007,ENGI,2204,Biomedical Engineering
92,"['Looped river network', 'Total pollution load control', 'Water quality model']",2-s2.0-72749124755,BIOC,1305,Biotechnology
93,"['Gaseous formaldehyde', 'Genotoxicity', 'Liver cells', 'Micronucleus', 'RAPD']",2-s2.0-72749127354,ENGI,2204,Biomedical Engineering
94,"['Artifical Nerual Network', 'Microarray', 'Survival time prediction']",2-s2.0-72749096058,BIOC,1305,Biotechnology
95,"['Hypertension', 'Pattern', 'Symptoms', 'Traditional Chinese medicine']",2-s2.0-72749096974,ENGI,2204,Biomedical Engineering
96,"['Bio-availability', 'Extractability', 'Heavy metals', 'Municipal sludge']",2-s2.0-72749114858,BIOC,1305,Biotechnology
97,"['Demulsification', 'Emulsion', 'High voltage pulsed fileds']",2-s2.0-72749083384,ENGI,2204,Biomedical Engineering
98,"['Anxiolytic interventions', 'Cortisol awakening response', 'Salivary cortisol', 'Trait anxiety']",2-s2.0-72749086155,BIOC,1305,Biotechnology
99,"['Landfill leachate', 'Nitrite accumulation', 'Shortcut nitrification', 'UASB']",2-s2.0-72749124988,ENGI,2204,Biomedical Engineering
100,"['Accelerometer', 'Gyroscope', 'Heart rate variability', 'Homecare', 'Physical activity monitoring']",2-s2.0-72749115727,BIOC,1305,Biotechnology
101,"['Advanced treatment', 'Biological activated carbon', 'Catalytic ozonation', 'Drinking water']",2-s2.0-72749090169,ENGI,2204,Biomedical Engineering
102,"['Composting', 'Microorganism', 'Moisture content', 'Organic matter', 'Sawdust', 'Sludge']",2-s2.0-72749118772,BIOC,1305,Biotechnology
103,"['Bioheat trasnfer', 'Control volume', 'Hyperthrmia', 'Numerical method', 'Pennes']",2-s2.0-72749121558,ENGI,2204,Biomedical Engineering
104,"['Electrospinning', 'Kaolinite', 'Nanofiber mats', 'Organic/inorganic composite', 'Polyacrylonitrile', 'Treatment of polluted water']",2-s2.0-72749109165,BIOC,1305,Biotechnology
105,"['Best management practice (BMP)', 'Fuzzy recognition', 'Model', 'Urban runoff quality']",2-s2.0-72749109186,ENGI,2204,Biomedical Engineering
106,"['ICA', 'Traditional Chinese pulse diagnosis']",2-s2.0-72749115475,BIOC,1305,Biotechnology
107,Statistical disclosure control,2-s2.0-72749101972,ENGI,2204,Biomedical Engineering
108,"['Proximal operator', 'Regularization', 'Tomographic reconstruction']",2-s2.0-72749083180,BIOC,1305,Biotechnology
109,"['Constructed rapid infiltration', 'Dynamic rule', 'Organic matter', 'Removal']",2-s2.0-72749090822,ENGI,2204,Biomedical Engineering
110,"['Acaricidal activity', 'Carmine spider mite', 'Methyl palmitate']",2-s2.0-72749090141,BIOC,1305,Biotechnology
111,"['GO', 'MELK', 'Mutual imformation', 'Polymyositis', 'Set surprise']",2-s2.0-72749097258,ENGI,2204,Biomedical Engineering
112,"['Adsorption materials, wastewater treatment', 'Cross-linked chitosan', 'Porous materials']",2-s2.0-72749106365,BIOC,1305,Biotechnology
113,"['Betula platyphylla', 'Copy number', 'ELISA', 'Transgene']",2-s2.0-72749119763,ENGI,2204,Biomedical Engineering
114,"['Bacillus licheniformis', 'BOD', 'Microbial biosensor', 'Seawater measurements']",2-s2.0-72749090325,BIOC,1305,Biotechnology
115,"['Resonance rayleigly scattering', 'Rhodanine', 'Tetracycline']",2-s2.0-72749112587,ENGI,2204,Biomedical Engineering
116,"['Eutrophication', 'Nitrogen', 'Phosphorus', 'Remediation measures, constructed floating island']",2-s2.0-72749119327,BIOC,1305,Biotechnology
117,"['CT', 'Image fusion', 'PET', 'Variational model', 'Wavelet']",2-s2.0-72749093579,ENGI,2204,Biomedical Engineering
118,"['Clay', 'Heavy metal', 'Macromolecular-flocculating polymer', 'Modify', 'Polymerization iron carbonyl ion']",2-s2.0-72749126147,BIOC,1305,Biotechnology
119,"['Flow drag', 'Shape selection', 'Streamline fishlike body']",2-s2.0-72749126896,ENGI,2204,Biomedical Engineering
120,"['Biological images', 'Image fusion', 'Stationary wavelet transform', 'Variable-weight']",2-s2.0-72749123175,BIOC,1305,Biotechnology
121,"['AHP', 'Environmental pollution', 'Physiological comfort', 'Psychological satisfaction', 'Wood-based materials']",2-s2.0-72749119522,ENGI,2204,Biomedical Engineering
122,"['Domain boundary', 'Secondary structure', 'Sequence profile', 'Support vector regression']",2-s2.0-72749110282,BIOC,1305,Biotechnology
123,"['Cadmium', 'Chemical forms', 'Subcellular distribution', 'Typha latifolia L.']",2-s2.0-72749102728,ENGI,2204,Biomedical Engineering
124,"['Di(2-ethylhexyl)phosphoric acid', 'Emulsion liquid membrane', 'P-phenylenediamine', 'Separation']",2-s2.0-72749093864,COMP,1703,Computational Theory and Mathematics
125,"['Multi-class support vector machine (SVM)', 'Singular value decomposition', 'Wavelet packet tranform']",2-s2.0-72749100056,COMP,1705,Computer Networks and Communications
126,"['Emedded system', 'Graphics user interface', 'Qt']",2-s2.0-72749113060,COMP,1706,Computer Science Applications
127,"['Cementing material', 'Coal gangue', 'Fly ash', 'Slag', 'Waste reuse']",2-s2.0-72749128054,COMP,1712,Software
128,"['Disposal rates', 'Physical properties', 'Process condition', 'Suspended carrier']",2-s2.0-72749088778,BIOC,1305,Biotechnology
129,"['ARM7', 'ECG data analysis algorithm', 'Embbeded system', 'Full-color LCD', 'Holter', 'MSP430', 'SD']",2-s2.0-72749086193,ENGI,2204,Biomedical Engineering
130,"['Ames test', 'AOC', 'Molecular weight distribution', 'Ozonation/BAC process', 'THMFP']",2-s2.0-72749112639,BIOC,1305,Biotechnology
131,"['EEG inverse problem', 'Epileptic spike', 'IRWLS', 'ISOMAP', 'Multidimensional support vector regression']",2-s2.0-72749128333,ENGI,2204,Biomedical Engineering
132,"['Cyt b gene', 'Growth rate', 'PCNA', 'Red tide alga']",2-s2.0-72749117210,BIOC,1305,Biotechnology
133,"['Bovine serum albumin', 'Chrome Azurol S', 'Second order scattering']",2-s2.0-72749103929,ENGI,2204,Biomedical Engineering
134,"['Antitumor activity', 'Apoptosis', 'Cell cycle arrest', 'Cervical carcinoma Hela', 'Cervical carcinoma U-(14)', 'Escin', 'Inhibition']",2-s2.0-72749126100,BIOC,1305,Biotechnology
135,"['Carbon dioxide', 'Cowl', 'Methane', 'Semi-aerobic', 'Wind speed']",2-s2.0-72749120333,ENGI,2204,Biomedical Engineering
136,"['BUA', 'M-sequence', 'Traditional pulse']",2-s2.0-72749110784,BIOC,1305,Biotechnology
137,"['Active shape model', 'Lung region segmentatio', 'Thin-plate spline registration']",2-s2.0-72749103723,ENGI,2204,Biomedical Engineering
138,"['Adsorption', 'Coking wastewater', 'Desorption', 'Resin', 'Volatile phenol']",2-s2.0-72749098864,BIOC,1305,Biotechnology
139,"['Cadmium', 'Fourier transform infrared spectroscopy', 'Lanthanum']",2-s2.0-72749102756,ENGI,2204,Biomedical Engineering
140,"['Acid treatment', 'Adsorption isotherms', 'Cadmium removal', 'Oil shale ash']",2-s2.0-72749111436,BIOC,1305,Biotechnology
141,"['Chromotropic acid', 'Color reaction', 'Gas-field wastewater', 'Methanol']",2-s2.0-72749124954,ENGI,2204,Biomedical Engineering
142,"['Electromyography (EMG) signal decomposition', 'Feature extraction', 'Fuzzy C-means (FCM) clustering', 'Fuzzy wavelet packet', 'Motor unit action potential (MUAP)', 'Optimal wavelet packet (WP)']",2-s2.0-72749126913,BIOC,1305,Biotechnology
143,"['Dynamic contraction', 'Index finger', 'Stretch reflex gain']",2-s2.0-72749092844,ENGI,2204,Biomedical Engineering
144,"['Amorphous', 'Co-precipitation', 'Fe(VI)', 'Phosphate', 'Secondary effluent']",2-s2.0-72749126911,BIOC,1305,Biotechnology
145,"['Activated sludge', 'Aerobic denitrifiers', 'Biological nitrogen removal', 'Enrichment']",2-s2.0-72749102956,ENGI,2204,Biomedical Engineering
146,"['Chemical composition', 'China', 'Electrical conductivity (EC)', 'Fog', 'pH', 'Rain']",2-s2.0-72749109435,BIOC,1305,Biotechnology
147,"['Brass cathode', 'CVM', 'DSA anode', 'Electrochemical denitrifacation']",2-s2.0-72749109114,ENGI,2204,Biomedical Engineering
148,"['Algae', 'Bisphenol F', 'Fe3+', 'Humic acid', 'Photodegradation']",2-s2.0-72749105677,BIOC,1305,Biotechnology
149,"['Heavy metal', 'Sanya', 'Urban soils']",2-s2.0-72749118303,ENGI,2204,Biomedical Engineering
150,"['Apoptosis', 'Mitochondria pathways', 'Resveratrol']",2-s2.0-72749102789,BIOC,1305,Biotechnology
151,"['Algorithm', 'Internet addict', 'Life quality', 'Psychological health', 'SEM']",2-s2.0-72749115717,ENGI,2204,Biomedical Engineering
152,"['ATP', 'Colony formation', 'Genotoxicity', 'Microcystin-LR', 'Micronucleus']",2-s2.0-72749095050,BIOC,1305,Biotechnology
153,"['Bioflocculant', 'Brewery wastewater', 'Middle phase wastewater in paper making process', 'Optimization of culture conditions', 'Pseudomonas fluorescensC-2']",2-s2.0-72749114345,ENGI,2204,Biomedical Engineering
154,"['Fingerprint', 'Fuzzy c-means', 'Segmentation']",2-s2.0-72749084462,BIOC,1305,Biotechnology
155,"['Control', 'Expressway', 'Noise', 'Plan', 'Prediction', 'Traffic']",2-s2.0-72749104203,ENGI,2204,Biomedical Engineering
156,"['Bacterial water quality', 'Direct viable counts (DVC)', 'Heterotrophic plate counts (HPC)', 'Second pollution', 'Water distribution networks']",2-s2.0-72749093352,BIOC,1305,Biotechnology
157,"['Image process', 'Pattern-recognition', 'Pork adipose tissue', 'Pork freshness']",2-s2.0-72749102965,ENGI,2204,Biomedical Engineering
158,"['Ambient particulates', 'Bioreactivity', 'Health effect']",2-s2.0-72749091061,BIOC,1305,Biotechnology
159,"['Huanghe', 'Human activities', 'Regime shift', 'Water discharge']",2-s2.0-72749084195,ENGI,2204,Biomedical Engineering
160,"['3D protein structure similarity comparison', 'Angular-invariant feature', 'K-nearest-neighbors', 'Registration']",2-s2.0-72749084103,BIOC,1305,Biotechnology
161,"['Climate change', 'Dissociation', 'Greenhouse gas', 'Methane hydrate']",2-s2.0-72749097975,ENGI,2204,Biomedical Engineering
162,"['Carbon pool', 'Forest ecosystem', 'Harvest']",2-s2.0-72749109131,BIOC,1305,Biotechnology
163,"['Effects of streamline curvature', 'Numerical simulation flow', 'Orthogonal curvilinear coordinate']",2-s2.0-72749122491,ENGI,2204,Biomedical Engineering
164,NaN,2-s2.0-72749122677,BIOC,1305,Biotechnology
165,"['Amino acid', 'Chlorine demand', 'Haloacetic acids(HAAs)']",2-s2.0-72749093170,ENGI,2204,Biomedical Engineering
166,"['Chemokine receptors', 'Kernel functions', 'Protein type', 'Support vector machine']",2-s2.0-72749088250,BIOC,1305,Biotechnology
167,"['Adsorbent', 'Dye removal', 'Sewage sludge']",2-s2.0-72749128303,ENGI,2204,Biomedical Engineering
168,NaN,2-s2.0-72749105623,BIOC,1305,Biotechnology
169,"['Degradation', 'Diesel hydrocarbon', 'In-situ soil venting', 'Remediation efficiency', 'Sandbox test']",2-s2.0-72749104187,ENGI,2204,Biomedical Engineering
170,"['Gel', 'Lidocaine hydrochloride (LDH)', 'Liposome', 'Percutaneous permeation']",2-s2.0-72749123184,BIOC,1305,Biotechnology
171,"['Activated sludge', 'Denitrifying conditions', 'Isoquinoline', 'Promotive effect', 'Pyridine']",2-s2.0-72749091101,ENGI,2204,Biomedical Engineering
172,"['Desalination', 'Electrodialysis', 'Electromigration', 'Mathematical modeling']",2-s2.0-72749098674,BIOC,1305,Biotechnology
173,"['Contact angle', 'Microphase separation', 'Polyurethane', 'Relative index of platelet adhesion(RIPA)']",2-s2.0-72749096752,ENGI,2204,Biomedical Engineering
174,"['Nutrients', 'Phytoplankton biomass', 'Pond', 'TN:TP ratio']",2-s2.0-72749089915,BIOC,1305,Biotechnology
175,"['4-Direction variance', 'Canny method', 'Distance transform', 'Local maxima search']",2-s2.0-72749086853,ENGI,2204,Biomedical Engineering
176,"['Localization', 'Monitoring', 'RFID', 'Tracking']",2-s2.0-72749092666,BIOC,1305,Biotechnology
177,"['Alcohol', 'Carbohydrate supplementary', 'Mixed yeast cultures', 'Whey']",2-s2.0-72749117901,ENGI,2204,Biomedical Engineering
178,"['Adhesion', 'Biocompatible', 'Peeling strength', 'Poly(vinyl acetate)', 'Rheology']",2-s2.0-72749106836,BIOC,1305,Biotechnology
179,"['Chloroform', 'Influence factors', 'Prediction model', 'Water distribution network']",2-s2.0-72749088016,ENGI,2204,Biomedical Engineering
180,"['Jiaozhou Bay', 'Numerical simulation', 'Three-dimensional', 'Water quality model']",2-s2.0-72749095827,BIOC,1305,Biotechnology
181,"['Antibody', 'Artificial antigen', 'Di(2-ethylhexyl) phthalate (DEHP)', 'Hapten']",2-s2.0-72749100699,ENGI,2204,Biomedical Engineering
182,"['Apoptosis', 'Cell cycle', 'Cell proliferation', 'Tanshinone II-A']",2-s2.0-72749105211,BIOC,1305,Biotechnology
183,"['Land desertification evaluation', 'MODIS data', 'Quantitative remote sensing inversion', 'Songnen plain']",2-s2.0-72749106651,ENGI,2204,Biomedical Engineering
184,"['Continuous flow system', 'Excess sludge', 'Reduction', 'Ultrasound']",2-s2.0-72749098195,BIOC,1305,Biotechnology
185,"['Aerosol', 'Dose conversion factor', 'Radon progeny', 'Size distribution']",2-s2.0-72749099802,ENGI,2204,Biomedical Engineering
186,"['Escherichia coli O157', 'Lysogenization', 'Morphology', 'RFLP', 'SDS-PAGE', 'Stx2-converting bacteriophage']",2-s2.0-72749097976,BIOC,1305,Biotechnology
187,"['Gene assembly', 'Gene synthesis', 'Software']",2-s2.0-72749125626,ENGI,2204,Biomedical Engineering
188,"['Diffusion coefficient', 'Formation factor', 'Resistivity', 'Sandy sediment']",2-s2.0-72749097429,BIOC,1305,Biotechnology
189,"['Cold water extractive', 'Eucalyptus camaldulensis', 'Pyrolysis- GC/MS (pyrolysis- gas chromatograph/ mass spectrometer)', 'Top value added', 'Wastewater recovery', 'Wood chips of papermaking']",2-s2.0-72749105432,ENGI,2204,Biomedical Engineering
190,"['Brain white matter fiber tracking', 'Diffusion tensor magnetic resonance imaging', 'Unsupervised learning']",2-s2.0-72749095556,BIOC,1305,Biotechnology
191,"['5′ - phenyl-1, 1′ : 3′ , 1′-terphenyl', 'Aerosol', 'Beijing', 'Environmental significance', 'Health']",2-s2.0-72749090167,ENGI,2204,Biomedical Engineering
