,Author Keyword,eID,Abbreviation,Code,Text
37,"['Particle swarm optimizaiton', 'PCR-RFLP', 'primer', 'restriction enzyme', 'SNP genotyping']",2-s2.0-84155183225,COMP,1707,Computer Vision and Pattern Recognition
38,"['Cell illumination', 'Human Melanocyte Cells']",2-s2.0-84155173570,COMP,1710,Information Systems
39,"['complementary therapy', 'pain management', 'virtual reality']",2-s2.0-84155183148,CHEM,1600,Chemistry (all)
40,"['classification', 'local preserving projection', 'microarray data analysis']",2-s2.0-84155191333,CENG,1502,Bioengineering
41,"[""Alzheimer's disease"", 'classification', 'data mining', 'rough-fuzzy hybrid', 'rought set theory', 'TS type fuzzy model']",2-s2.0-84155191327,ENGI,2204,Biomedical Engineering
42,"['ergonomic design', 'fatigue', 'muscle', 'musculoskeletal model', 'posture']",2-s2.0-84155173616,CENG,1502,Bioengineering
43,"['active RFID tag', 'bio-sensing probe', 'Lift-Off-Resist (LOR)', 'Photolithography And Etching Processes (PAEP)', 'signal-to-noise ratio', 'Thin-Film-transistor (TFT)']",2-s2.0-84155173626,ENGI,2204,Biomedical Engineering
44,NaN,2-s2.0-84155183137,MEDI,2747,Transplantation
45,"['database', 'omnipresent health care', 'transfer protocol', 'Wireless Sensor Network']",2-s2.0-84155173617,CENG,1502,Bioengineering
46,"['cell apoptosis', 'curcumin', 'docking', 'Fas receptor', 'oral cancer']",2-s2.0-84155191242,ENGI,2204,Biomedical Engineering
47,"['hydroxyapatite', 'osteoconductivity', 'ultrasound wave']",2-s2.0-84155177009,CENG,1502,Bioengineering
48,"['approximate entropy', 'electroencephalogram', 'support vector machines']",2-s2.0-84155173631,ENGI,2204,Biomedical Engineering
49,"['Comparative genomics', 'genome sequence', 'virus classification']",2-s2.0-84155176968,CENG,1502,Bioengineering
50,"['data modeling', 'Particle tracking', 'Phenotypic profiling', 'time-lapse fluorescence microscopy']",2-s2.0-84155177016,ENGI,2204,Biomedical Engineering
51,"['brain neuroscinece', 'Chinese spelling system', 'ERPs']",2-s2.0-84155183156,CENG,1502,Bioengineering
52,"['Computational Approaches', 'Interactions', 'SNPs']",2-s2.0-84155173564,ENGI,2204,Biomedical Engineering
53,"['Addition etc', 'DNA', 'DNA Annealing', 'DNA Bases', 'Reversible logic', 'Tofolli gate']",2-s2.0-84155191266,CENG,1502,Bioengineering
54,"['3D visualization', 'finger nail-fold morphological/ hemodynamic analysis', 'microcirculation', 'three-dimensional capillary reconstruction']",2-s2.0-84155173632,ENGI,2204,Biomedical Engineering
55,"['cell migration', 'mathematical model', 'stiffness', 'substrate', 'traction']",2-s2.0-84155191302,CENG,1502,Bioengineering
56,"['brave waves', 'face recognition', 'facial regions']",2-s2.0-84155183220,ENGI,2204,Biomedical Engineering
57,"['DNA signature', 'endogenous feature', 'Field-Programable Gate Array', 'high-performance algorithm', 'suffix tree']",2-s2.0-84155176967,CENG,1502,Bioengineering
58,"['gene expression', 'pathway analysis', 'prevention targeting', 'quiescent CD8+ T cells', 'toxicogenomics']",2-s2.0-84155191325,ENGI,2204,Biomedical Engineering
59,"['β-Lactamase', 'AmpC', 'AmpR', 'antibiotic resistance', 'docking', 'MRSA']",2-s2.0-84155173607,CENG,1502,Bioengineering
60,"['artificial joint lubricity agent', 'polyethylene glycol (PEG)', 'wear']",2-s2.0-84155191231,ENGI,2204,Biomedical Engineering
61,"['association rule', 'co-location patterns', 'GAPCM', 'massive rules', 'parallel processing', 'subnet allocation']",2-s2.0-84155173613,CENG,1502,Bioengineering
62,"['Identification', 'ITS', 'molecular marker', 'SSR', 'Tremella fuciformis']",2-s2.0-84155183207,ENGI,2204,Biomedical Engineering
63,"['atmospheric coating', 'biochip', 'capillary needle', 'contact angle', 'CVD', 'salinization', 'surface cleaning', 'surface engery']",2-s2.0-84155183147,CENG,1502,Bioengineering
64,NaN,2-s2.0-84155183142,ENGI,2204,Biomedical Engineering
65,"['exclusion vector', 'intercellular interactions', 'pathways', 'protein interactions']",2-s2.0-84155191234,CENG,1502,Bioengineering
66,"['5′untranslated region', 'effective population size', 'evolution', 'upstream start codon']",2-s2.0-84155191308,ENGI,2204,Biomedical Engineering
67,"['CpG islands', 'Extremal Optimization', 'Particle Swarm Optimization']",2-s2.0-84155191306,CENG,1502,Bioengineering
68,"['cloud computing', 'mobile patient station', 'pervasive health monitoring', 'super wideband antenna']",2-s2.0-84155177008,ENGI,2204,Biomedical Engineering
69,"['Classification and screening', 'Genetic programming', 'Protein-protein recognition']",2-s2.0-84155173568,CENG,1502,Bioengineering
70,"['gene regulation', 'relation extraction', 'text mining']",2-s2.0-84155191310,ENGI,2204,Biomedical Engineering
71,"['Hyper elasticity', 'Plantar arch', 'Shape memory alloy']",2-s2.0-84155191311,CENG,1502,Bioengineering
72,"['attractant', 'motility coefficient', 'random walk', 'the run-and-tumble model']",2-s2.0-84155176998,ENGI,2204,Biomedical Engineering
73,"['Cognitive neuroscience', 'Electroencephalogram', 'Game-based learning', 'Learning energy index']",2-s2.0-84155173563,CENG,1502,Bioengineering
74,"['ECG signal', 'MIT-BIH database', 'Principal Component Analysis (PCA)']",2-s2.0-84155176958,ENGI,2204,Biomedical Engineering
75,"['biological oscillator', 'real structure genetic algorithm', 'Synthetic biology']",2-s2.0-84155191255,CENG,1502,Bioengineering
76,"['Gene Expression Data', 'Hierarchical Clustering', 'Mean Squared Residue', 'Recursive Clustering']",2-s2.0-84155183158,ENGI,2204,Biomedical Engineering
77,NaN,2-s2.0-84862908655,CENG,1502,Bioengineering
78,NaN,2-s2.0-84055193956,ENGI,2204,Biomedical Engineering
79,NaN,2-s2.0-84055177100,CENG,1502,Bioengineering
80,NaN,2-s2.0-84055192365,ENGI,2204,Biomedical Engineering
81,NaN,2-s2.0-84055217010,CENG,1502,Bioengineering
82,NaN,2-s2.0-84055212160,ENGI,2204,Biomedical Engineering
83,NaN,2-s2.0-84055193764,CENG,1502,Bioengineering
84,NaN,2-s2.0-84055217988,ENGI,2204,Biomedical Engineering
85,NaN,2-s2.0-84055199865,CENG,1502,Bioengineering
86,NaN,2-s2.0-84055211899,ENGI,2204,Biomedical Engineering
87,"['Bioinformatics', 'Chemoinformatics Chemical Spaces', 'Dimensionality Reduction', 'Intrinsic Dimensionality Estimation']",2-s2.0-84055198722,CENG,1502,Bioengineering
88,NaN,2-s2.0-84055198245,ENGI,2204,Biomedical Engineering
89,NaN,2-s2.0-84055193780,CENG,1502,Bioengineering
90,"['hydrophathy scale', 'Motifs', 'subcellular localization', 'support vector machine', 'wavelet transform']",2-s2.0-84055221898,ENGI,2204,Biomedical Engineering
91,"['Bioinformatics', 'Database Organization', 'GPUs', 'Protein Sequence Alignment', 'Smith-Waterman Algorithm']",2-s2.0-84055192377,CENG,1502,Bioengineering
92,"['Membrane computing', 'Multispectral data', 'Neural networks', 'Suspended sediment', 'Water quality']",2-s2.0-84055217782,ENGI,2204,Biomedical Engineering
93,NaN,2-s2.0-83755170582,CENG,1502,Bioengineering
94,NaN,2-s2.0-83755185876,ENGI,2204,Biomedical Engineering
95,NaN,2-s2.0-83755184233,CENG,1502,Bioengineering
96,NaN,2-s2.0-83755196168,ENGI,2204,Biomedical Engineering
97,NaN,2-s2.0-83755170517,CENG,1502,Bioengineering
98,NaN,2-s2.0-83755168831,ENGI,2204,Biomedical Engineering
99,"['Bioinformatics', 'Database', 'Molecular clocks', 'Palaeontology']",2-s2.0-82455166760,CENG,1502,Bioengineering
100,NaN,2-s2.0-84455174842,ENGI,2204,Biomedical Engineering
101,NaN,2-s2.0-83755168972,CENG,1502,Bioengineering
102,"['Automatic knowledge acquisition', 'Inductive expert system', 'Knowledge mining', 'Medical decision support system']",2-s2.0-83755161453,ENGI,2204,Biomedical Engineering
103,"['Bioinformatics', 'breast cancer', 'data mining', 'genetic algorithms']",2-s2.0-83755228877,CENG,1502,Bioengineering
104,"['creativity', 'physiological signals', 'Stress']",2-s2.0-83755196226,ENGI,2204,Biomedical Engineering
105,NaN,2-s2.0-84255163306,CENG,1502,Bioengineering
106,NaN,2-s2.0-84055178149,ENGI,2204,Biomedical Engineering
107,NaN,2-s2.0-84255195398,CENG,1502,Bioengineering
108,NaN,2-s2.0-84255163369,ENGI,2204,Biomedical Engineering
109,NaN,2-s2.0-84855872458,CENG,1502,Bioengineering
110,"['algorithm', 'alignment', 'biological information', 'multiple sequences', 'research']",2-s2.0-83755224789,ENGI,2204,Biomedical Engineering
111,NaN,2-s2.0-84855170153,CENG,1502,Bioengineering
112,"['Behavioral Equivalence', 'Final Coalgebras', 'Objects']",2-s2.0-83755169684,ENGI,2204,Biomedical Engineering
113,NaN,2-s2.0-84055216948,CENG,1502,Bioengineering
114,"['Aquaporins', 'Biohydrogen production', 'Comparative genomics', 'Fermentation', 'Functional annotation', 'Pfam domains', 'Rhodopseudomonas palustris', 'Strain-specific genes', 'Uniquely shared genes', 'Visual analytics']",2-s2.0-83755163699,ENGI,2204,Biomedical Engineering
115,NaN,2-s2.0-84055178423,CENG,1502,Bioengineering
116,"['Bioinformatics', 'Combinatorial optimization', 'Distributed Reinforcement Learning', 'Protein Folding']",2-s2.0-83655182566,ENGI,2204,Biomedical Engineering
117,NaN,2-s2.0-83755229182,CENG,1502,Bioengineering
118,"['18O labeling', 'Jurkat T-cells', 'Mass spectrometry', 'Quantitative proteomics', 'Secretion', 'Secretome']",2-s2.0-82355161388,ENGI,2204,Biomedical Engineering
119,"['Confidentiality', 'Education', 'Ethics', 'Internet', 'Psychiatry']",2-s2.0-83655203106,CENG,1502,Bioengineering
120,"['Lactuca sativa', 'Quantitative RT-PCR', 'RACE', 'γ-tocopherol methyltransferase']",2-s2.0-84861835750,ENGI,2204,Biomedical Engineering
121,"['Cochlea', 'E2F3', 'Focal adhesion kinase', 'Noise-induced hearing loss', 'P38-MAP kinase', 'Proteomics']",2-s2.0-82355175926,CENG,1502,Bioengineering
122,NaN,2-s2.0-83655197907,ENGI,2204,Biomedical Engineering
123,"['bioinformatics', 'biomarkers', 'chronic obstructive pulmonary disease', 'genomics', 'proteomics']",2-s2.0-84871392106,CENG,1502,Bioengineering
124,"['Bioinformatics', 'High-performance computing', 'Map-reduce', 'Parallel algorithms']",2-s2.0-83455166316,ENGI,2204,Biomedical Engineering
125,"['EBNA1', 'EBV', 'Heat shock factor 1', 'Q promoter']",2-s2.0-80355144417,CENG,1502,Bioengineering
126,"['Bioinformatics', 'Multicore clusters', 'Multiple Sequence Alignment']",2-s2.0-83455253570,ENGI,2204,Biomedical Engineering
127,"['Diagnosis', 'Inflammation', 'Preterm labour', 'Proteomic']",2-s2.0-84871260578,CENG,1502,Bioengineering
128,"['Computational biology', 'Divide-and-conquer', 'Metabolic network pathways', 'Parallel algorithms']",2-s2.0-83455166285,ENGI,2204,Biomedical Engineering
129,"['Bioinformatics', 'Gene expression', 'Helicobacter pylori', 'Hp1501 gene', 'Prokaryotic cells', 'Purification']",2-s2.0-84862968233,CENG,1502,Bioengineering
130,"['Bioinformatics', 'Cell processor', 'Multi-core', 'Nonserial polyadic dynamic programming', 'SIMD', 'Zuker algorithm']",2-s2.0-83455249863,ENGI,2204,Biomedical Engineering
131,NaN,2-s2.0-83455166561,CENG,1502,Bioengineering
132,"['Bioinformatics', 'Expression analysis', 'Fasciola hepatica', 'Phosphoglycerate kinase', 'Vaccine antigen']",2-s2.0-83455172569,ENGI,2204,Biomedical Engineering
133,NaN,2-s2.0-83655183277,CENG,1502,Bioengineering
134,"['Biomedical informatics', 'Data analysis', 'Data mining', 'Data-driven methods', 'Translational bioinformatics']",2-s2.0-83455201732,ENGI,2204,Biomedical Engineering
135,"['Bioinformatics', 'Biomedical engineering', 'Biomedical informatics', 'Health informatics', 'Medical biometry', 'Medical informatics', 'Publishing']",2-s2.0-79958821444,CENG,1502,Bioengineering
136,"['Bug Fixing', 'Empirical Study', 'Survival Analysis']",2-s2.0-83455168897,ENGI,2204,Biomedical Engineering
137,NaN,2-s2.0-83455242991,CENG,1502,Bioengineering
138,"['Bioinformatics', 'Biomedical informatics', 'Education', 'Health informatics', 'Interdisciplinarity', 'Multidisciplinarity']",2-s2.0-83455195644,ENGI,2204,Biomedical Engineering
139,"['Differential evolution', 'Membrane algorithm', 'Membrane computing', 'Numerical optimization', 'P systems', 'Time-frequency atom decomposition']",2-s2.0-83455162906,CENG,1502,Bioengineering
140,"['Algorithm', 'FFT', 'Multi-pattern matching', 'Wildcards']",2-s2.0-83455236014,ENGI,2204,Biomedical Engineering
141,"['Genome', 'Phylogeny', 'SuduVax', 'Varicella-zoster virus']",2-s2.0-83455178816,CENG,1502,Bioengineering
142,"['heterodimerization', 'molecular dynamics', 'NGF receptors', 'physical association', 'structural model']",2-s2.0-82555176462,ENGI,2204,Biomedical Engineering
143,NaN,2-s2.0-83455203483,CENG,1502,Bioengineering
144,NaN,2-s2.0-83355169736,ENGI,2204,Biomedical Engineering
145,"['3D structure and binding sites', 'Bioinformatics analyses', 'Real-time Q-PCR', 'The TNF ligand/receptor interaction', 'TWEAK and Fn14']",2-s2.0-81555205844,CENG,1502,Bioengineering
146,NaN,2-s2.0-83255163147,ENGI,2204,Biomedical Engineering
147,"['Glucose transporters', 'Hypoxia', 'P53 pathway', 'Protein interactions', 'Relevant networks', 'Renal cell carcinoma']",2-s2.0-84855482033,CENG,1502,Bioengineering
148,"['Gene-disease associations', 'phenotypes', 'semantic web']",2-s2.0-83255166494,ENGI,2204,Biomedical Engineering
149,"['community mining', 'graph mining', 'power graph analysis']",2-s2.0-83255184398,CENG,1502,Bioengineering
150,"['CpG methylation', 'Epigenetic regulation', 'Gene expression', 'IUGR', 'Nicotine', 'Pax6', 'StAR']",2-s2.0-84855749766,ENGI,2204,Biomedical Engineering
151,NaN,2-s2.0-83455221243,CENG,1502,Bioengineering
152,"['clinical trials', 'cluster labels', 'clustering', 'eligibility criteria', 'facet', 'term extraction', 'terms']",2-s2.0-83255176138,ENGI,2204,Biomedical Engineering
153,"['biomedical object search engine', 'biomedical text mining', 'information retrieval']",2-s2.0-83255166529,CENG,1502,Bioengineering
154,NaN,2-s2.0-83455203493,ENGI,2204,Biomedical Engineering
155,"['chi-squared', 'hearing aids', 'logistic regression', 'principal component analysis']",2-s2.0-83255193404,CENG,1502,Bioengineering
156,"['gene ontology', 'rdf', 'regular expression', 'sparql', 'update']",2-s2.0-83255166525,ENGI,2204,Biomedical Engineering
157,"['ADPKD', 'Disease model', 'Pig', 'Polycystin-1']",2-s2.0-80055030396,CENG,1502,Bioengineering
158,"['lignocellulose research', 'semantic computing', 'text mining']",2-s2.0-83255176137,ENGI,2204,Biomedical Engineering
159,"['context terms', 'inference of new relations', 'text mining']",2-s2.0-83255184425,MULT,1000,Multidisciplinary
160,"['intraphrase word co-occurrence', 'keyphrase extraction', 'machine learning', 'mesh']",2-s2.0-83255166527,COMP,1700,Computer Science (all)
161,"['biomedical text', 'information extraction', 'machine learning', 'parsing']",2-s2.0-83255166526,MATH,2614,Theoretical Computer Science
162,"['bioinformatics', 'healthcare interoperability', 'semantic exploration', 'semantic integration', 'semantic web']",2-s2.0-83255173885,COMP,1700,Computer Science (all)
163,"['approximate pca', 'biological image mining', 'monte carlo algorithm', 'source separation']",2-s2.0-83255176136,MATH,2614,Theoretical Computer Science
164,"['brain functions', 'brain structures', 'gene expression', 'human brain']",2-s2.0-83255193391,COMP,1700,Computer Science (all)
165,"['latent dirichlet allocation', 'lda', 'natural language processing', 'nlp', 'personalized pagerank', 'topic models', 'word sense disambiguation', 'wsd']",2-s2.0-83255176127,MATH,2614,Theoretical Computer Science
166,NaN,2-s2.0-83255164172,COMP,1700,Computer Science (all)
167,NaN,2-s2.0-83255175703,MATH,2614,Theoretical Computer Science
168,"['Cavity prediction', 'Sequence comparison', 'Surface fractality']",2-s2.0-83155191170,COMP,1707,Computer Vision and Pattern Recognition
169,NaN,2-s2.0-83355164022,COMP,1711,Signal Processing
170,"['BLAST', 'Diskless clusters', 'Experimental Performance', 'Genomes', 'HPC Reliability', 'Infiniband']",2-s2.0-83155189221,ENGI,2204,Biomedical Engineering
171,NaN,2-s2.0-83155188504,MEDI,2718,Health Informatics
172,NaN,2-s2.0-83155164612,COMP,1707,Computer Vision and Pattern Recognition
173,NaN,2-s2.0-83355161415,COMP,1711,Signal Processing
174,NaN,2-s2.0-83355170739,ENGI,2204,Biomedical Engineering
175,"['Gene expression profile', 'Liver cancer', 'Physiological activity', 'Systems biology']",2-s2.0-84862332359,MEDI,2718,Health Informatics
176,NaN,2-s2.0-84870314093,COMP,1707,Computer Vision and Pattern Recognition
177,"['coverage', 'drug discovery', 'keyword-based association discovery', 'relevance', 'search algorithm']",2-s2.0-83055179174,COMP,1711,Signal Processing
178,"['Sequencing', 'Veterinary science', 'Viral metagenomics']",2-s2.0-83455228523,ENGI,2204,Biomedical Engineering
179,"['hidden markov model', 'keyword search over databases', 'list viterbi algorithm', 'metadata', 'relational databases']",2-s2.0-83055186881,MEDI,2718,Health Informatics
180,"['bioinformatics', 'DNA', 'sequencing']",2-s2.0-83055187822,COMP,1700,Computer Science (all)
181,"['multiple labeled graphs', 'R-tree', 'subgraph query']",2-s2.0-83055166025,MATH,2614,Theoretical Computer Science
182,"['data mining', 'medical informatics', 'text mining']",2-s2.0-83055179155,COMP,1707,Computer Vision and Pattern Recognition
183,NaN,2-s2.0-83255192917,COMP,1711,Signal Processing
184,NaN,2-s2.0-83255164928,ENGI,2204,Biomedical Engineering
185,"['Multiple organ failure', 'Nutrigenomics', 'Nutritional pharmacology', 'Personalized medicine', 'Sarcopenia']",2-s2.0-83055170643,MEDI,2718,Health Informatics
186,NaN,2-s2.0-79957972049,COMP,1700,Computer Science (all)
187,"['Bioinformatics', 'Data integration', 'Data warehouse', 'Federated databases', 'Link-driven approach']",2-s2.0-82955240975,MATH,2614,Theoretical Computer Science
188,"['biomarker database', 'biomarker research', 'data curation', 'Data Grid', 'data intensive systems', 'data sharing', 'e-science', 'EDRN knowledge environment', 'informatics infrastructure', 'metadata']",2-s2.0-82955211505,COMP,1707,Computer Vision and Pattern Recognition
189,NaN,2-s2.0-82955184676,COMP,1711,Signal Processing
190,"['Biological data mining and knowledge discovery', 'Cancer informatics', 'Gene expression analysis', 'Tools and methods for computational biology and bioinformatics']",2-s2.0-79957978076,ENGI,2204,Biomedical Engineering
191,NaN,2-s2.0-82955197376,MEDI,2718,Health Informatics
192,"['Bio-Computation', 'Bio-informatics', 'Gene Prediction', 'Promoter Identification']",2-s2.0-82955176973,COMP,1707,Computer Vision and Pattern Recognition
193,NaN,2-s2.0-79958014062,COMP,1711,Signal Processing
194,NaN,2-s2.0-79957996436,ENGI,2204,Biomedical Engineering
195,NaN,2-s2.0-79957989407,MEDI,2718,Health Informatics
196,NaN,2-s2.0-82955187938,COMP,1707,Computer Vision and Pattern Recognition
197,"['Macromolecular structure prediction', 'Molecular dynamics and simulation', 'Molecular interactions', 'Protein modeling', 'Tools and methods for computational biology and bioinformatics']",2-s2.0-79957984909,COMP,1711,Signal Processing
198,"['hospital information system', 'personal medical information', 'Privacy']",2-s2.0-82955189797,ENGI,2204,Biomedical Engineering
199,"['Glutathione peroxidase(GPX)', 'Selenium', 'Single-chain variable fragment(scFV)', 'Three-dimensional model']",2-s2.0-82955169609,MEDI,2718,Health Informatics
200,"['bioinformatics', 'interface design', 'makeflow', 'web portal']",2-s2.0-80054955975,COMP,1707,Computer Vision and Pattern Recognition
201,"['GTM', 'interpolation', 'MDS', 'semantic web', 'visualization']",2-s2.0-80054897946,COMP,1711,Signal Processing
202,NaN,2-s2.0-80054956982,ENGI,2204,Biomedical Engineering
203,"['bioinformatics', 'cloud computing', 'genomics', 'metagenomics']",2-s2.0-80054941833,MEDI,2718,Health Informatics
204,"['HPC', 'Microarray', 'MPI', 'Permutation', 'R', 'SPRINT']",2-s2.0-80054943286,MATH,2604,Applied Mathematics
205,"['multicores architectures', 'performance scalability', 'sequence comparison']",2-s2.0-80054899733,COMP,1706,Computer Science Applications
206,"['Bioinformatics', 'Doping control', 'Metabolomics', 'Proteomics', 'Transcriptomics']",2-s2.0-80655127722,ENGI,2208,Electrical and Electronic Engineering
207,"['bioinformatics', 'cloud technology', 'map reduce']",2-s2.0-80054919303,MATE,2504,"Electronic, Optical and Magnetic Materials"
208,NaN,2-s2.0-83055182209,PHYS,3104,Condensed Matter Physics
209,NaN,2-s2.0-83055178106,COMP,1700,Computer Science (all)
210,"['Bioinformatics', 'Differential LC-MS proteomics', 'E. coli', 'Liquid chromatography-mass spectrometry']",2-s2.0-82955195935,MATH,2614,Theoretical Computer Science
211,NaN,2-s2.0-83055163822,COMP,1700,Computer Science (all)
212,"['Genetics and genomics Bioinformatics Genome-wide association studies', 'Meta-analysis', 'Mixed models Pedigree analysis']",2-s2.0-82655162845,MATH,2614,Theoretical Computer Science
213,"['E-tools', 'General practitioner', 'Medical software']",2-s2.0-82655164401,COMP,1700,Computer Science (all)
214,NaN,2-s2.0-82755167838,MATH,2614,Theoretical Computer Science
215,NaN,2-s2.0-82855163982,COMP,1700,Computer Science (all)
216,"['Bioinformatics', 'Biological systems modelling', 'Immortal strand', 'Wavelet transformation']",2-s2.0-82655183037,MATH,2614,Theoretical Computer Science
217,NaN,2-s2.0-82955205869,COMP,1700,Computer Science (all)
218,"['Bioinformatics', 'Data integration', 'Rank aggregation', 'Top-k ranked list']",2-s2.0-82655165354,MATH,2614,Theoretical Computer Science
219,"['Blood clot', 'Cell-based subcellular element model', 'Computational biology', 'Platelet', 'Thrombus development']",2-s2.0-82655169435,BIOC,1303,Biochemistry
220,"['Burkholderia cepacia complex', 'Trimeric autotransporter adhesins', 'Virulence factors']",2-s2.0-84864365299,BIOC,1307,Cell Biology
221,"['BAliBASE', 'Pairwise alignment', 'Suboptimal alignment']",2-s2.0-82655182962,BIOC,1312,Molecular Biology
222,NaN,2-s2.0-82555196462,AGRI,1100,Agricultural and Biological Sciences (all)
223,"['16s', 'BLAST', 'MSA', 'Multigene operons', 'Phylogenetic']",2-s2.0-82555177362,AGRI,1101,Agricultural and Biological Sciences (miscellaneous)
224,"['Bioinformatics', 'Biomathematics', 'Systems biology']",2-s2.0-84860912186,MULT,1000,Multidisciplinary
225,"['Combined P value', 'Differential gene expression', 'Microarray', 'Statistical test']",2-s2.0-84865643924,MEDI,2700,Medicine (all)
226,"['Bioinformatics', 'Laser ablation', 'Mass spectrometry', 'Metalloenzyme', 'Metalloprotein', 'Metalloproteomics', 'Proteomics', 'Radioisotopes', 'X-ray absorption spectroscopy', 'X-ray fluorescence']",2-s2.0-84055193735,BIOC,1303,Biochemistry
227,"['Alternative splicing variant', 'DRD2 gene', 'Expression', 'Pig', 'Polymorphism']",2-s2.0-84865626891,MEDI,2700,Medicine (all)
228,"['Apoptosis', 'Isoform', 'NF-κB', 'TRAIL', 'Transcript variant']",2-s2.0-81255187860,BIOC,1312,Molecular Biology
