,Author Keyword,eID,Abbreviation,Code,Text
104,NaN,2-s2.0-84962783532,CHEM,1606,Physical and Theoretical Chemistry
105,NaN,2-s2.0-84962869256,BIOC,1305,Biotechnology
106,NaN,2-s2.0-84962812119,COMP,1706,Computer Science Applications
107,NaN,2-s2.0-84962845284,ENGI,2204,Biomedical Engineering
108,NaN,2-s2.0-84962909967,MEDI,2718,Health Informatics
109,NaN,2-s2.0-84962920661,BIOC,1305,Biotechnology
110,NaN,2-s2.0-84962878595,COMP,1706,Computer Science Applications
111,NaN,2-s2.0-84962840645,ENGI,2204,Biomedical Engineering
112,NaN,2-s2.0-84962909984,MEDI,2718,Health Informatics
113,NaN,2-s2.0-84962786863,COMP,1706,Computer Science Applications
114,NaN,2-s2.0-84962868691,COMP,1705,Computer Networks and Communications
115,"['Biosimulation', 'Healthcare and Life Sciences', 'Inner-Ear', 'Ontology Building', 'Semantic Web']",2-s2.0-84962875890,BIOC,1305,Biotechnology
116,NaN,2-s2.0-84962921648,COMP,1706,Computer Science Applications
117,NaN,2-s2.0-84962799363,ENGI,2204,Biomedical Engineering
118,NaN,2-s2.0-84962822389,MEDI,2718,Health Informatics
119,"['FInformation', 'Fuzzy-Rough Set', 'Genetic Swarm Algorithm', 'Microarray data']",2-s2.0-84962858108,BIOC,1305,Biotechnology
120,NaN,2-s2.0-84962905818,COMP,1706,Computer Science Applications
121,NaN,2-s2.0-84962833471,ENGI,2204,Biomedical Engineering
122,NaN,2-s2.0-84962816190,MEDI,2718,Health Informatics
123,NaN,2-s2.0-84962833577,BIOC,1305,Biotechnology
124,NaN,2-s2.0-84962861977,COMP,1706,Computer Science Applications
125,NaN,2-s2.0-84962910645,ENGI,2204,Biomedical Engineering
126,NaN,2-s2.0-84952780631,MEDI,2718,Health Informatics
127,NaN,2-s2.0-84962856836,BIOC,1305,Biotechnology
128,"['cloud computing', 'computer networks', 'grid computing', 'high performance computing', 'monitoring', 'NGI', 'scientific computing']",2-s2.0-84963997533,COMP,1706,Computer Science Applications
129,NaN,2-s2.0-84962854195,ENGI,2204,Biomedical Engineering
130,NaN,2-s2.0-84962812060,MEDI,2718,Health Informatics
131,NaN,2-s2.0-84962896234,BIOC,1305,Biotechnology
132,NaN,2-s2.0-84962890423,COMP,1706,Computer Science Applications
133,NaN,2-s2.0-84962809901,ENGI,2204,Biomedical Engineering
134,NaN,2-s2.0-84962910885,MEDI,2718,Health Informatics
135,"['Just Noticeable Difference', 'Psychophysics', 'Stimulation freuency', 'Stimulation pulse width']",2-s2.0-84962881306,BIOC,1305,Biotechnology
136,NaN,2-s2.0-84962850147,COMP,1706,Computer Science Applications
137,NaN,2-s2.0-84962815451,ENGI,2204,Biomedical Engineering
138,NaN,2-s2.0-84962786720,MEDI,2718,Health Informatics
139,NaN,2-s2.0-84962869268,BIOC,1305,Biotechnology
140,NaN,2-s2.0-84962835379,COMP,1706,Computer Science Applications
141,NaN,2-s2.0-84962909445,ENGI,2204,Biomedical Engineering
142,NaN,2-s2.0-84962787269,MEDI,2718,Health Informatics
143,"['Heart rate variability', 'Stress']",2-s2.0-84962789088,BIOC,1305,Biotechnology
144,"['ChIP-seq', 'disrupted pathways', 'gene regulatory networks', 'pathway analysis', 'systems biology']",2-s2.0-84962812180,COMP,1706,Computer Science Applications
145,NaN,2-s2.0-84962850050,ENGI,2204,Biomedical Engineering
146,"['Clonal evolution', 'Clonal heterogeneity', 'Issue 106', 'Lymphoma relapse', 'Medicine', 'Somatic hypermutation', 'VDJ rearrangement', 'VDJ sequencing']",2-s2.0-84952845575,MEDI,2718,Health Informatics
147,"['Integer factorization problem', 'Membrane computing', 'Spiking neural P systems', 'Time-free solution']",2-s2.0-84930474238,BIOC,1305,Biotechnology
148,"['Conceptual difference', 'Evolutionary algorithms', 'Numerical comparison', 'Particle swarm optimization', 'Swarm intelligence']",2-s2.0-84951915660,COMP,1706,Computer Science Applications
149,"['Cancer bioinformatics', 'Normal contamination', 'Somatic mutation calling', 'Tumour cellularity', 'Whole exome sequencing dataset']",2-s2.0-84955668238,ENGI,2204,Biomedical Engineering
150,"['Argonaute', 'Cross-linking and immonoprecipitation (CLIP)', 'Dicer', 'Drosha', 'miRNA', 'RNA binding protein']",2-s2.0-84951795388,MEDI,2718,Health Informatics
151,"['Biomarker', 'MiR-181-5p', 'MiR-486-5p', 'MiRNA', 'NSCLC', 'Serum']",2-s2.0-85008224763,BIOC,1305,Biotechnology
152,"['bioinformatics', 'biomedicine', 'parallelism-based technologies']",2-s2.0-84983162390,COMP,1706,Computer Science Applications
153,NaN,2-s2.0-84951763648,ENGI,2204,Biomedical Engineering
154,NaN,2-s2.0-84951774202,MEDI,2718,Health Informatics
155,"['Bioinformatics', 'Biomarkers', 'Dose-response modeling', 'Physiologically based models', 'Systems biology']",2-s2.0-84924124295,BIOC,1305,Biotechnology
156,"['Betaine', 'Gene expression', 'Keratin 2', 'Keratinocyte', 'Microarray', 'UVB']",2-s2.0-84958593856,COMP,1706,Computer Science Applications
157,"['electroencephalogram (EEG) classification', 'multi-objective feature selection', 'parallel cooperative coevolution', 'unsupervised classification', 'wrapper methods']",2-s2.0-84983096319,ENGI,2204,Biomedical Engineering
158,"['geometrical motif search', 'hybrid parallelism', 'workload characterization']",2-s2.0-84983119728,MEDI,2718,Health Informatics
159,"['Epithelial-mesenchymal transition (EMT)', 'Glioma', 'Invasion', 'Migration', 'miR-590-3p', 'ZEB1/2']",2-s2.0-84949623268,BIOC,1305,Biotechnology
160,"['Bioinformatics', 'heterogeneous computing', 'HPC', 'Intel Xeon Phi', 'power consumption', 'Smith-Waterman']",2-s2.0-84983178041,COMP,1706,Computer Science Applications
161,"['Cell growth', 'Cell invasion', 'Glioma', 'hTERT', 'MiR-661']",2-s2.0-84949627897,ENGI,2204,Biomedical Engineering
162,"['Forensic genetics', 'Forensic pathology', 'Mutation', 'Sudden unexplained death syndrome', 'Whole exome sequencing']",2-s2.0-84956561198,MEDI,2718,Health Informatics
163,"['Breast tumor subtype', 'feature selection method', 'protein-protein interaction', 'support vector machine']",2-s2.0-84964444610,BIOC,1305,Biotechnology
164,"['C4.5', 'Cancer classification', 'gene experession', 'Grey Wolf Optimizer']",2-s2.0-84964529005,COMP,1706,Computer Science Applications
165,"['Feature selection', 'Gapped-dipeptide', 'Position-specific score matrix', 'Protein structural class', 'Recursive feature elimination', 'Support vector machine']",2-s2.0-84951757220,ENGI,2204,Biomedical Engineering
166,"['Buy-and-Sell-Point Prediction', 'Hazard Model', 'Stock Market Prediction', 'Survival Analysis', 'Technical Index']",2-s2.0-84963956613,MEDI,2718,Health Informatics
167,"['condition variable', 'fiducial inference', 'radial basis function', 'shrinkage estimation', 'survival analysis']",2-s2.0-84962662633,BIOC,1305,Biotechnology
168,"['dynamic programming', 'integer programming', 'β-sheet topology prediction']",2-s2.0-84964561132,COMP,1706,Computer Science Applications
169,"['Genomics', 'High-throughput sequencing', 'Metagenome', 'Secretome', 'Species barcode', 'Transcriptome']",2-s2.0-84960797587,ENGI,2204,Biomedical Engineering
170,NaN,2-s2.0-84956873905,MEDI,2718,Health Informatics
171,NaN,2-s2.0-84955270664,BIOC,1305,Biotechnology
172,NaN,2-s2.0-84956877149,COMP,1706,Computer Science Applications
173,"['Long non-coding RNA', 'Mesenchymal stem cells', 'Osteogenic differentiation']",2-s2.0-84952029171,ENGI,2204,Biomedical Engineering
174,"['Accelerator architectures', 'Application specific integrated circuits', 'Bioinformatics', 'Computational biology', 'Coprocessors', 'Reconfigurable architectures', 'Three-dimensional integrated circuits']",2-s2.0-84963665644,MEDI,2718,Health Informatics
175,"['Big Data', 'Data Platforms', 'Data-intensive Science', 'Geosciences', 'High Performance Computing', 'High Performance Data']",2-s2.0-84963767058,BIOC,1305,Biotechnology
176,"['front-end neural interface', 'modeling', 'multi-channel', 'SystemC MDVP']",2-s2.0-84963705517,COMP,1706,Computer Science Applications
177,NaN,2-s2.0-84951287682,ENGI,2204,Biomedical Engineering
178,"['activation functions', 'big data mining', 'Deep learning', 'genetic algorithms', 'machine learning', 'neural networks', 'optimization']",2-s2.0-84963717076,MEDI,2718,Health Informatics
179,"['Allele-specific efficacy', 'Cross-protection', 'Diversity', 'Heterologous', 'Malaria', 'Vaccine']",2-s2.0-84951035225,BIOC,1305,Biotechnology
180,"['DNA de novo assembly', 'Graph algorithms', 'Whole genome sequencing']",2-s2.0-85002753330,COMP,1706,Computer Science Applications
181,"['bioinformatics', 'genomic workflow', 'hadoop', 'mapreduce']",2-s2.0-84963717185,ENGI,2204,Biomedical Engineering
182,"['MapReduce Programming Model', 'Microarray Data', 'Parallel Information Fusion']",2-s2.0-84963735917,MEDI,2718,Health Informatics
183,"['Bisulfite sequencing', 'Comparative genomics', 'Computational epigenetics', 'Cross-species comparison', 'Differential methylation analysis', 'DNA methylation', 'Non-model organisms', 'Reference genome independent analysis', 'RRBS', 'Vertebrate genomes']",2-s2.0-84952874857,BIOC,1305,Biotechnology
184,"['Bioinformatics', 'Computational systems biology', 'Health information management']",2-s2.0-84963743552,COMP,1706,Computer Science Applications
185,NaN,2-s2.0-84925114160,ENGI,2204,Biomedical Engineering
186,NaN,2-s2.0-84951310254,MEDI,2718,Health Informatics
187,"['Alternative splicing', 'Expression', 'HGF', 'Qinchuan cattle', 'SNPs']",2-s2.0-84951320291,BIOC,1305,Biotechnology
188,"['Bladder cancer', 'Cholesterol and sterol transport', 'DNA repair', 'Dyadicity', 'Epistasis', 'Functional annotation', 'Gene-gene interactions', 'Genetic association studies', 'Heterophilicity', 'Statistical epistasis networks']",2-s2.0-84954074844,COMP,1706,Computer Science Applications
189,"['CGI', 'Classification', 'Genome', 'K-tuple', 'N-mer', 'Rare-word']",2-s2.0-84944451860,ENGI,2204,Biomedical Engineering
190,"['Embryo implantation', 'Endometrium', 'Pigs', 'Pregnancy', 'Sows', 'Transcriptome']",2-s2.0-84951280445,MEDI,2718,Health Informatics
191,NaN,2-s2.0-84949228949,BIOC,1305,Biotechnology
192,"['Comparison', 'Protein function prediction', 'Resources for protein function prediction', 'Sequence characterization']",2-s2.0-84951850115,COMP,1706,Computer Science Applications
193,"['Bioinformatics', 'Enzyme', 'Immunochemistry', 'Molecular evolution', 'Phospholipase D', 'Phylogenetics', 'Sphingomyelinase D', 'Spider venom', 'Toxicity', 'Toxin']",2-s2.0-84953868692,ENGI,2204,Biomedical Engineering
194,"['Bioinformatics', 'Collagen V', 'Collagenopathies', 'Ehlers-Danlos Syndrome']",2-s2.0-84959549790,MEDI,2718,Health Informatics
195,"['Differentially expressed genes', 'Head and neck squamous cell carcinoma', 'Hub genes', 'Protein-protein interaction network', 'Survival curves']",2-s2.0-84951760129,BIOC,1305,Biotechnology
196,"['Heuristic search', 'Linear sum assignment', 'Optimization', 'Protein structure alignment']",2-s2.0-84950250820,COMP,1706,Computer Science Applications
197,"['5′ leader', 'Gene regulation', 'Kozak sequence', 'Malaria', 'Plasmodium falciparum', 'Upstream AUGs', 'Upstream ORFs', 'var genes']",2-s2.0-84954051778,ENGI,2204,Biomedical Engineering
198,"['Bioinformatics', 'Expression', 'Fusion protein', 'Helicobacter pylori (Hp)', 'Multi-epitope vaccine', 'Purification', 'Urease']",2-s2.0-84959469209,MEDI,2718,Health Informatics
199,"['Ag nanowire', 'Finite difference time domain method', 'Localized surface plasmon']",2-s2.0-84954119261,BIOC,1305,Biotechnology
200,"['Biological modeling', 'Clustering algorithms', 'Complex networks', 'Complex systems', 'Dynamical systems', 'Physiological networks', 'Power laws']",2-s2.0-84961233756,COMP,1706,Computer Science Applications
201,"['Ancillary protein 2 (AP2) gene', 'Bovine', 'Cloning', 'Fimbriae island', 'Mastitis', 'S. agalactiae', 'Sequencing']",2-s2.0-84959576502,ENGI,2204,Biomedical Engineering
202,NaN,2-s2.0-84961589555,MEDI,2718,Health Informatics
203,NaN,2-s2.0-84950341714,BIOC,1305,Biotechnology
204,"['Bioinformatics', 'Dairy cow', 'Microbiome', 'Monogastric nutrition']",2-s2.0-84975833305,COMP,1706,Computer Science Applications
205,"['Bioinformatics', 'Deep-Sequencing', 'Endothelial cells', 'Rickettsia', 'SIPHT/sRNAPredict3', 'Small RNAs', 'Spotted Fever', 'Typhus']",2-s2.0-84949790061,ENGI,2204,Biomedical Engineering
206,"['DNA sequence assembly', 'Multi-agent algorithm', 'Stochastic Diffusion Search', 'Swarm intelligence']",2-s2.0-84962746490,MEDI,2718,Health Informatics
207,"['C. elegans', 'Chemotaxis', 'Neural network']",2-s2.0-84962727232,BIOC,1305,Biotechnology
208,"['ADAS', 'Automotive Safety', ""Hubel and Wiesel's Simple Cell"", 'human detection', 'Neuromorphic vision', 'Visual Cortex']",2-s2.0-84962660449,COMP,1706,Computer Science Applications
209,"['Grammar', 'Pseudoknot', 'RNA secondary structure']",2-s2.0-84962660400,ENGI,2204,Biomedical Engineering
210,"['Acquired immune response', 'Arteritis', 'Childhood', 'Coronary artery aneurysm', 'Innate immune response', 'Kawasaki disease']",2-s2.0-84949745381,MEDI,2718,Health Informatics
211,"['High myopia', 'LRPAP1', 'SCO2', 'SLC39A5', 'ZNF644']",2-s2.0-84921270977,BIOC,1305,Biotechnology
212,"['Gene expression profiling', 'Intestinal polyps', 'Microarray analysis', 'Recurrence']",2-s2.0-84952310561,COMP,1706,Computer Science Applications
213,NaN,2-s2.0-84950968736,ENGI,2204,Biomedical Engineering
214,NaN,2-s2.0-84952690967,MEDI,2718,Health Informatics
215,NaN,2-s2.0-84950349894,BIOC,1305,Biotechnology
216,"['Big Data', 'Bioinformatics', 'Cloud Computing', 'Distributed Computing', 'Hadoop', 'Parallel Computing']",2-s2.0-84962440770,COMP,1706,Computer Science Applications
217,"['Biomarkers', 'Genomics', 'Personalized medicine', 'Precision medicine', 'Translational bioinformatics']",2-s2.0-84969443677,ENGI,2204,Biomedical Engineering
218,"['bioinformatics', 'curation', 'immunology', 'ontology', 'shared data']",2-s2.0-84962476662,MEDI,2718,Health Informatics
219,"['bioinformatics', 'codon variation', 'Middle East respiratory syndrome coronavirust', 'wobble position']",2-s2.0-84962469581,BIOC,1305,Biotechnology
220,NaN,2-s2.0-84962426649,COMP,1706,Computer Science Applications
221,"['protein analysis', 'protein quality evaluation', 'visualization tool']",2-s2.0-84962407178,ENGI,2204,Biomedical Engineering
222,"['16S rRNA', 'bipartite graph', 'metagenomics', 'visualization']",2-s2.0-84962343623,MEDI,2718,Health Informatics
223,"['comparative network decomposition', 'dysfunctions', 'moderate phenotypic networks', 'molecular interaction network', 'significant phenotypic networks']",2-s2.0-84962367642,PHYS,3100,Physics and Astronomy (all)
224,"['bioinformatics infrastructure', 'DNA', 'exome', 'genome', 'Hadoop', 'high-performance computing', 'NGS', 'scalability']",2-s2.0-84962368214,CHEM,1606,Physical and Theoretical Chemistry
225,"['Biomedical Research', 'Biorepository Research', 'Cancer Genomics', 'Computer Security', 'Data Integration', 'Data Representation', 'Health Informatics', 'Honest Broker', 'Information Systems', 'Open Source', 'Patient Health Information Protection', 'Patient Privacy', 'Precision Medicine', 'Translational Bioinformatics']",2-s2.0-84962425331,BIOC,1305,Biotechnology
226,"['bioinformatics', 'data modeling', 'genomics', 'MongoDB', 'NoSQL', 'provenance', 'workflow']",2-s2.0-84962438895,COMP,1706,Computer Science Applications
227,"['High performance computing', 'Load balancing', 'MPI', 'OpenMP', 'Parallelization', 'TOP500']",2-s2.0-84962428106,ENGI,2204,Biomedical Engineering
228,"['Phosphorylation site prediction', 'Protein Functional prediction', 'Random Forest']",2-s2.0-84962473625,MEDI,2718,Health Informatics
229,NaN,2-s2.0-84962339280,BIOC,1305,Biotechnology
230,"['bioinformatics', 'Clustering', 'DNA repeats', 'Genome', 'Pathways', 'Rare Diseases']",2-s2.0-84962441482,COMP,1706,Computer Science Applications
231,NaN,2-s2.0-84962339635,ENGI,2204,Biomedical Engineering
232,"['Anaplastic astrocytoma', 'Astrocytoma grades', 'Diffuse astrocytoma', 'Glioblastoma', 'Pilocytic astrocytoma']",2-s2.0-84953638196,MEDI,2718,Health Informatics
233,"['parameter-free algorithm', 'R', 'scale-free', 'small-world', 'whole-omics approach']",2-s2.0-84962382957,BIOC,1305,Biotechnology
234,"['biological NLP', 'biomedical literature', 'Dependency parser', 'Information extraction', 'Text mining']",2-s2.0-84962469697,COMP,1706,Computer Science Applications
235,NaN,2-s2.0-84962427342,ENGI,2204,Biomedical Engineering
236,"['FCM', 'M-FISH images', 'row-wise sparsity', 'spatial information', 'total variation']",2-s2.0-84962409314,MEDI,2718,Health Informatics
237,"['clustering', 'dynamic programming', 'gene expression time series', 'polygonal chain alignment', 'Polygons']",2-s2.0-84962408967,BIOC,1305,Biotechnology
238,"['ARIMA modeling', 'MAD scale estimate', 'outlier detection', 'Rosner statistics', 'weight time series analysis']",2-s2.0-84962439625,COMP,1706,Computer Science Applications
239,"['Feature Importance', 'Prediction', 'Random Forest (RF)', 'Systemic-to-Pulmonary Artery (SPA) Shunt Surgery']",2-s2.0-84962383012,ENGI,2204,Biomedical Engineering
240,"['fluorescence microscopy', 'PDE model', 'segmentation', 'validation']",2-s2.0-84962448579,MEDI,2718,Health Informatics
241,"['Ontology streaming', 'Provenance metadata', 'Semantic integration of healthcare data']",2-s2.0-84962338890,BIOC,1305,Biotechnology
242,"['emotion recognition', 'information fusion', 'multimodal physiological signals']",2-s2.0-84962406600,COMP,1706,Computer Science Applications
243,"['Abstraction Network', 'Medical Terminology and Ontology', 'SNOMED CT', 'Summarization', 'Taxonomy', 'Terminology Abstraction', 'Visualization']",2-s2.0-84962432619,ENGI,2204,Biomedical Engineering
244,"['cancer progression', 'machine learning', 'time-series clustering', 'transcript biomarkers', 'Transcriptomics']",2-s2.0-84962439506,MEDI,2718,Health Informatics
245,"['5-MethylCytosine (m5C)', 'BS-Seq', 'Genomic Features', 'MeRIP-Seq', 'N6-MethylAdenosine (m6A)', 'R package', 'RNA', 'visualization']",2-s2.0-84962427488,BIOC,1305,Biotechnology
246,"['beat morphology', 'ECG', 'heartbeat classification']",2-s2.0-84962467484,COMP,1706,Computer Science Applications
247,"['Biclustering', 'Gene enrichment', 'Gene expression data', 'Global silhouette index', 'Hausdorff distance', 'Jaccard index', 'P-value', 'Silhouette index']",2-s2.0-84962456214,ENGI,2204,Biomedical Engineering
248,NaN,2-s2.0-84962365054,MEDI,2718,Health Informatics
