,Author Keyword,eID,Abbreviation,Code,Text
39,"['Autoantibody', 'Cancer', 'Early detection', 'Glycosylation', 'Mucin']",2-s2.0-84997113401,BIOC,1303,Biochemistry
40,"['Complex network', 'Dynamical process', 'H-index', 'Important node', 'LeaderRank', 'Topological perturbation']",2-s2.0-85001948854,CHEM,1605,Organic Chemistry
41,"['Domain expertise', 'Medical information retrieval', 'Query formulations Relevance assessment', 'Retrieval performance']",2-s2.0-85000428354,MATH,2605,Computational Mathematics
42,"['Finite difference method in irregular domains', 'Intracellular transport', 'Mathematical biology', 'Microtubules', 'Plasmids transport']",2-s2.0-85006160246,IMMU,2405,Parasitology
43,"['Breast cancer', 'Interactome', 'ribosomal S6 protein kinase 4', 'RSK4', 'RSK4', 'RSK4 variant', 'RSK4 wild-type', 'RSK4 wt', 'RSK4m', 'SF-TAP', 'Tandem affinity purification', 'two STREP II and a single Flag tag-based tandem affinity purification', 'Variant']",2-s2.0-85007256447,MEDI,2725,Infectious Diseases
44,"['Alternative oxidase 2', 'Anthurium andraeanum', 'Araceae', 'Epipremnum aureum', 'Evolution', 'Spirodela polyrhiza']",2-s2.0-85008930395,PHAR,3004,Pharmacology
45,NaN,2-s2.0-84995750480,MEDI,2700,Medicine (all)
46,"['ACE-inhibitory peptide', 'Hydrolysate', 'Maclura pomifera', 'Plant peptidase']",2-s2.0-85009178467,BIOC,1314,Physiology
47,"['MDA5', 'microRNA-145', 'MicroRNAs', 'Negatively regulate', 'RLRs']",2-s2.0-84999260876,BIOC,1308,Clinical Biochemistry
48,"['Fibrosis', 'miR-202-3p', 'MMP1', 'Systemic sclerosis']",2-s2.0-85008373480,BIOC,1307,Cell Biology
49,"['CRISPR/Cas9', 'EGFR/EGFRvIII', 'Glioblastoma', 'NF-κB', 'UBXN1']",2-s2.0-85007071360,BIOC,1305,Biotechnology
50,"['Crustacea', 'Decapoda', 'Neurohormone', 'Neuropeptide', 'Transcriptomics', 'X-organ-sinus gland system']",2-s2.0-85004075717,BIOC,1304,Biophysics
51,"['Breast neoplasms', 'Gene expression', 'Immunotherapy', 'T-lymphocyte epitopes', 'Tumor-associated carbohydrate antigens']",2-s2.0-85002677773,ENGI,2204,Biomedical Engineering
52,"['Evolution', 'Genetic characteristics', 'Mosquito-derived TMUV isolates', 'Poultry-derived TMUV isolates', 'Tembusu virus']",2-s2.0-85009355033,CHEM,1603,Electrochemistry
53,"['De novo annotation', 'Functional annotation', 'Illumina sequencing', 'Satsuma myomphala', 'Simple sequence repeats', 'Transcriptome']",2-s2.0-85009469054,COMP,1706,Computer Science Applications
54,"['Autoimmune disease', 'Enchancer', 'IL2RA', 'SNP', 'Transcription factor']",2-s2.0-85007273883,NEUR,2805,Cognitive Neuroscience
55,"['Bioinformatics analysis', 'Hh signaling pathway', 'Membrane protein', 'Trans-differentiation']",2-s2.0-85008167406,COMP,1702,Artificial Intelligence
56,"['colorectal cancer', 'exosomes', 'metastasis', 'proteomics']",2-s2.0-85003952957,MATH,2614,Theoretical Computer Science
57,"['Brain energy metabolism', 'Fructose toxicity', 'Fructose transporters']",2-s2.0-85008599086,COMP,1712,Software
58,"['Chaperone', 'Histone proteins', 'Lysine succinylation', 'Metabolism', 'Post-translational protein modification']",2-s2.0-85008888475,COMP,1702,Artificial Intelligence
59,"['Label-free', 'M. semitendinosus', 'Meat color', 'Proteomics']",2-s2.0-85007454300,COMP,1712,Software
60,"['Characterization', 'Homology modeling', 'In silico characterization', 'Isolation', 'Leptochloa fusca', 'Protein structure', 'Vacuolar proton pyrophosphatase']",2-s2.0-84989173764,COMP,1708,Hardware and Architecture
61,"['miR-335', 'Multi-drug resistance', 'NF-κB', 'PARP-1', 'Radioresistance', 'SCLC']",2-s2.0-85007553276,COMP,1705,Computer Networks and Communications
62,"['Bioinformatics', 'MCAO', 'Serial affinity chromatograph', 'Shotgun proteomic analysis', 'SMXZF']",2-s2.0-85008881603,COMP,1712,Software
63,"['Axenfeld-Rieger syndrome', 'bioinformatics programs', 'FOXC1', 'functional analysis', 'missense variants', 'mutation prediction']",2-s2.0-85005981003,COMP,1706,Computer Science Applications
64,"['Gene Expression Omnibus', 'MicroRNA', ""Parkinson's disease"", 'Starbase']",2-s2.0-85009119440,MEDI,2718,Health Informatics
65,"['Blue grama', 'Drought stress', 'In silico analysis', 'miRNA']",2-s2.0-84996555386,BIOC,1305,Biotechnology
66,"['Clustering', 'Machine-learning']",2-s2.0-85009348354,BIOC,1303,Biochemistry
67,"['And health', 'Bioinformatics', 'Biomedicine', 'Cloud computing', 'Genomics', 'Life Sciences', 'Workflows']",2-s2.0-84995969060,IMMU,2402,Applied Microbiology and Biotechnology
68,NaN,2-s2.0-84930152454,COMP,1712,Software
69,"['Bioinformatics', 'Deep sequencing', 'Drug resistance mutations', 'Genotyping', 'HIV-1', 'Minority variants']",2-s2.0-84996508789,COMP,1708,Hardware and Architecture
70,"['Bioinformatics', 'Expression', 'MicroRNA', 'qRT-PCR', 'Resistance']",2-s2.0-85000444088,COMP,1705,Computer Networks and Communications
71,"['Acute lymphoblastic leukemia', 'Bioinformatics', 'Follow-up', 'Minimal residual disease', 'Repertoire sequencing']",2-s2.0-85002262379,MEDI,2700,Medicine (all)
72,"['30S ribosomal protein S2', 'Chlamydophila pneumoniae', 'Drug target', 'Function', 'Pneumonia', 'Profunc server', 'Ramachandran plot', 'Structure']",2-s2.0-84995738136,BIOC,1311,Genetics
73,"['Bioinformatics analysis', 'Chemosensory protein', 'Grapholita molesta', 'Odorant binding protein', 'Pest']",2-s2.0-84995688291,CENG,1500,Chemical Engineering (all)
74,"['Biodeterioration', 'Buddhist statues', 'High-throughput sequencing']",2-s2.0-85008659746,CENG,1508,Process Chemistry and Technology
75,"['Bioinformatics', 'Energy efficiency', 'FiPS project', 'FPGA', 'Heterogeneous hardware', 'Sequence alignment']",2-s2.0-84973532029,MATH,2614,Theoretical Computer Science
76,"['Bioinformatics', 'Eggplant', 'Food allergen', 'IgE epitope prediction', 'in silico analysis', 'Polyphenol oxidase', 'Protein-bound copper']",2-s2.0-85002604759,COMP,1700,Computer Science (all)
77,"['Bee colony optimization', 'Honey bees foraging', 'Nature inspired computing', 'Particle swarm optimization', 'Swarm intelligence']",2-s2.0-85008245189,MATH,2612,Numerical Analysis
78,"['Artificial bee colony', 'Biological-inspired optimization algorithm', 'Optimization', 'Swarm intelligence']",2-s2.0-85003815154,MATH,2611,Modeling and Simulation
79,"['bioinformatics', 'epithelial tubule formation', 'genomics', 'histological grade', 'mRNA', 'PAM50', 'TCGA']",2-s2.0-85007499936,MATH,2604,Applied Mathematics
80,"['Big data management', 'Bioinformatics', 'Data-intensive computing', 'Hadoop', 'Metagenomics']",2-s2.0-84959544891,BIOC,1310,Endocrinology
81,"['3D printing', 'Arduino', 'Environmental control', 'Microbeam', 'Time-lapse microscopy']",2-s2.0-84983541784,MATE,2504,"Electronic, Optical and Magnetic Materials"
82,"['Elastic differential cross section', 'Lippmann–Schwinger equation', 'Reaction cross section', 'Uncertainty quantification']",2-s2.0-85006826120,CHEM,1600,Chemistry (all)
83,"['Fused quartz', 'Local strength', 'Powder particles', 'Survival-analysis', 'Uniaxial compression']",2-s2.0-84999016883,MATE,2502,Biomaterials
84,"['Bio-inspired computing', 'Cell division', 'Membrane computing', 'Symport/antiport rule', 'Tissue P system', 'Universality']",2-s2.0-84994355447,PHYS,3104,Condensed Matter Physics
85,"['Biological systems', 'Chaos theory', 'Evolution', 'Mitochondria', 'Oscillation']",2-s2.0-85006372363,MATE,2505,Materials Chemistry
86,"['Cluster containment problem', 'Galled networks', 'Phylogenetic networks', 'Reticulation-visibility', 'Tree containment problem']",2-s2.0-85006350404,ENGI,2208,Electrical and Electronic Engineering
87,"['Business intelligence systems', 'Clinical administrator', 'Hospital decision making', 'Medical decision quality', 'System maturity']",2-s2.0-84978653452,MATH,2611,Modeling and Simulation
88,"['Compressed sensing (CS)', 'joint sparsity', 'multiple measurement vectors', 'MUSIC', 'structured biomedical signals']",2-s2.0-85007093220,MATH,2604,Applied Mathematics
89,"['Cluster', 'Irregular application', 'Parallel programming', 'Phylogenetics', 'Supertree estimation', 'Third-party tools']",2-s2.0-84995972672,COMP,1712,Software
90,NaN,2-s2.0-84993929537,COMP,1711,Signal Processing
91,"['Hypervirulence', 'RACK1 (Receptor for Activated C-kinase)', 'RAPD (Randomly Amplified Polymorphic DNA)', 'Verticillium dahliae']",2-s2.0-85009062887,COMP,1707,Computer Vision and Pattern Recognition
92,"['autophagy', 'cardiac aging', 'Drosophila', 'FOXO', 'protein homeostasis', 'UPS']",2-s2.0-85009216493,ENGI,2208,Electrical and Electronic Engineering
93,"['Health', 'Inflammation', 'Rhesus macaque', 'Social genomics', 'Social stress']",2-s2.0-85005959027,ENGI,2207,Control and Systems Engineering
94,"['Functional characterization', 'Panax notoginseng', 'Squalene synthase']",2-s2.0-85002245042,MATH,2614,Theoretical Computer Science
95,"['Aortopathy', 'Atypical phenotype', 'Collagen type III α1 mutation', 'Targeted next-generation sequencing']",2-s2.0-85009100468,COMP,1712,Software
96,"['MicroRNA', 'miR-217', 'miR-8159', 'Regulation', 'Signaling pathway', 'TLR1']",2-s2.0-84998636603,COMP,1706,Computer Science Applications
97,"['cell models', 'drug-induced liver injury', 'High-content screening']",2-s2.0-85008440534,DECI,1802,Information Systems and Management
98,"['Beauveria bassiana', 'Blastospores', 'Cell surface-associated protein', 'Conidia', 'Hyphal bodies', 'Pathogen-host interaction']",2-s2.0-85008178688,COMP,1702,Artificial Intelligence
99,"['KPNA3', 'MicroRNA', 'Nuclear factor-κB', 'Osteoarthritis']",2-s2.0-85009126480,COMP,1712,Software
100,"['Apoptosis', 'Autophagy', 'Autophagy related gene 14', 'Hypoxia/reoxygenation', 'MicroRNA', 'MiR 130a']",2-s2.0-85009428618,COMP,1706,Computer Science Applications
101,"['Myototins', 'Myotoxic mechanism', 'Phospholipase A2', 'Snakebite envenomation', 'Viperidae venoms']",2-s2.0-85008177144,MEDI,2718,Health Informatics
102,"['2-Oxoglutarate/Fe(II)-dependent oxygenase', 'Electron transfer', 'Evolution', 'Multi-domain proteins', 'Sequence similarity network']",2-s2.0-85002734247,MATH,2614,Theoretical Computer Science
103,"['HBsAg mutations', 'hepatitis B', 'human immunodeficiency virus']",2-s2.0-84979987676,COMP,1700,Computer Science (all)
104,"['Cell cycle', 'Cell proliferation', 'HPH', 'let-7', 'microRNA', 'Vascular remodeling']",2-s2.0-85008315214,MATH,2612,Numerical Analysis
105,"['EMT', 'FOXO4', 'Invasion', 'MiR-940', 'Papillary Thyroid Carcinoma', 'Proliferation']",2-s2.0-85006058388,MATH,2611,Modeling and Simulation
106,"['Comparison of classifications', 'Evolutionary trees', 'Nearest Neighbor Interchange', 'Phylogenetic trees', 'Tree metric']",2-s2.0-85006056421,MATH,2604,Applied Mathematics
107,"['Atherosclerosis (AS)', 'MCP-1', 'MiR-467b', 'TNF-α']",2-s2.0-85009387037,MATH,2604,Applied Mathematics
108,"['Defense mechanisms', 'N. benthamiana', 'Quantitative proteomics', 'TYLCCNV/TYLCCNB']",2-s2.0-84994223718,BIOC,1304,Biophysics
109,"['Intact protein', 'Intact proteome', 'Isotopic envelope fingerprinting', 'Post-translational modifications', 'Protein database search', 'Protein identification', 'Protein species', 'Proteoform', 'Top-down', 'UVPD']",2-s2.0-84994052024,MEDI,2730,Oncology
110,"['2-dimensional immunoblotting', 'Antibody repertoire', 'Escherichia coli', 'Intravenous immunoglobulin']",2-s2.0-84993965183,MEDI,2708,Dermatology
111,"['Lactobacillus fermentum', 'Nano-LC-MS/MS', 'Pathway analysis', 'Probiotic', 'Proteomic profiling']",2-s2.0-84994036975,MEDI,2736,Pharmacology (medical)
112,"['Cadmium', 'iTRAQ', 'Medicago sativa', 'Molecular hydrogen']",2-s2.0-84994032133,MATH,2613,Statistics and Probability
113,"['High-throughput sequencing', 'MiRNA', 'Necrotizing enterocolitis', 'Newborns']",2-s2.0-85009348418,PHYS,3104,Condensed Matter Physics
114,"['Cancers', 'MicroRNA-99a', 'Prognostic', 'TCGA']",2-s2.0-85009382820,MATE,2504,"Electronic, Optical and Magnetic Materials"
115,NaN,2-s2.0-85008195261,PHYS,3107,"Atomic and Molecular Physics, and Optics"
116,"['Cell proliferation', 'LncRNA NEAT1', 'miR-506-3p', 'Pancreatic cancer']",2-s2.0-85007036242,PHYS,3104,Condensed Matter Physics
117,"['Bioinformatics', 'Chicken', 'Microarray', 'Oviduct', 'Pig', 'Sperm reservoir']",2-s2.0-85009437458,CHEM,1607,Spectroscopy
118,"['Alternative splicing', 'Bioinformatics', 'Oligodendrocytes', 'Proteogenomics', 'Proteomics']",2-s2.0-84971654735,CHEM,1606,Physical and Theoretical Chemistry
119,"['Brain tumor', 'Diffuse intrinsic pontine glioma', 'Registry']",2-s2.0-85009469009,MATE,2505,Materials Chemistry
120,"['Label-free', 'Liver biomarkers', 'Schistosoma mansoni', 'Schistosomiasis', 'Shotgun proteomics']",2-s2.0-84979521151,MEDI,2723,Immunology and Allergy
121,"['Acanthoscurria gomesiana', 'Antimicrobial peptide', 'Peptidomics', 'Theraphotoxin']",2-s2.0-85002595974,IMMU,2404,Microbiology
122,"['Apicoplast genome', 'Babesia/babesiosis', 'Bioinformatics', 'Illumina sequencing', 'Relationships', 'Therapeutics']",2-s2.0-85007341811,IMMU,2403,Immunology
123,"['Energy efficiency', 'Energy monitoring system', 'Robotic arm', 'Thermographic camera']",2-s2.0-84999652031,MEDI,2726,Microbiology (medical)
124,"['Biosensor', 'DNA', 'Fiber optic', 'Graphene', 'SPR']",2-s2.0-84986880022,MATH,2613,Statistics and Probability
125,"['Influenza A virus', 'PB2', 'PB2-K389R', 'PB2-V598T/I', 'Virulence']",2-s2.0-84997785117,PHYS,3104,Condensed Matter Physics
126,"['Idiopathic basal ganglia calcification', 'Mutations', 'PDGFB', 'Primary familial brain calcification']",2-s2.0-85002628362,MATH,2613,Statistics and Probability
127,NaN,2-s2.0-85008978616,PHYS,3104,Condensed Matter Physics
128,"['Differentially expressed gene', 'Expression profile', 'Hepatocellular cancer', 'Integrated analysis', 'Real time polymerase chain reaction', 'TCGA validation']",2-s2.0-85009348547,COMP,1710,Information Systems
129,NaN,2-s2.0-85009372721,ENGI,2214,Media Technology
130,"['Bioinformatics', 'Next generation sequencing', 'Plant biosecurity', 'Plant viruses and viroids', 'Quarantine', 'Small RNA-Seq', 'ViRNAs', 'Virus diagnosis', 'Workflows', 'Yabi']",2-s2.0-85009289313,COMP,1706,Computer Science Applications
131,"['Bioinformatics', 'Immunization strategy', 'Peptide', 'ROM4', 'Toxoplasma gondii', 'Vaccine']",2-s2.0-85009237705,DECI,1803,Management Science and Operations Research
132,NaN,2-s2.0-85009250104,SOCI,3309,Library and Information Sciences
133,"['Cell chemoresistance', 'ING5', 'miR-1307', 'Ovarian cancer']",2-s2.0-85009168843,MATH,2613,Statistics and Probability
134,"['Cysu', 'Drosophila', 'Oxidase', 'Peroxidase', 'Wing development']",2-s2.0-85009115866,MEDI,2700,Medicine (all)
135,NaN,2-s2.0-85009083497,MATH,2611,Modeling and Simulation
136,"['Bioinformatics', 'Dosage form evaluation and quality by design', 'Drug designing', 'Drug development', 'Drug targets', 'Genetic markers', 'Genetic polymorphism', 'Pharmacogenomics']",2-s2.0-84997284008,IMMU,2400,Immunology and Microbiology (all)
137,"['Bioactive peptides', 'Bioinformatics', 'Exotic Caulerpa species', 'In silico analysis']",2-s2.0-85009164428,BIOC,1300,"Biochemistry, Genetics and Molecular Biology (all)"
138,"['Apricot', 'fruit', 'proteomics', 'quality', 'ripening']",2-s2.0-85008716299,AGRI,1100,Agricultural and Biological Sciences (all)
139,"['AGTR1', 'MiR-34a-5p', 'Multi-chemoresistance', 'Osteosarcoma']",2-s2.0-85008602013,MATH,2604,Applied Mathematics
140,"['Biomarker', 'Comparative proteomics', 'Prostate cancer', 'Signaling network']",2-s2.0-85009373418,BIOC,1315,Structural Biology
141,"['Growing pigs', 'Non-starch polysaccharide enzymes', 'Proteomics', 'Small intestinal mucosa']",2-s2.0-85008661369,BIOC,1303,Biochemistry
142,NaN,2-s2.0-85009110385,BIOC,1312,Molecular Biology
143,"['DNA', 'Graphene', 'nanopore', 'translocation']",2-s2.0-85008600048,BIOC,1314,Physiology
144,"['Allografts', 'Apoptosis', 'Cell survival', 'MicroRNAs']",2-s2.0-85009348931,AGRI,1102,Agronomy and Crop Science
145,"['ANR protein', 'DNA-protein interactions', 'hcnABC operon', 'Molecular docking simulations', 'Molecular modeling']",2-s2.0-85008465293,AGRI,1110,Plant Science
146,NaN,2-s2.0-85007366133,MEDI,2700,Medicine (all)
147,"['Cell differentiation', 'Cell proliferation', 'Growth', 'MiRNAs', 'Myogenesis', 'Skeletal muscle']",2-s2.0-85008411938,BIOC,1314,Physiology
148,"['Cancer', 'Exercise', 'Microbiome', 'Oncology', 'Physical activity', 'Survivorship']",2-s2.0-85008431808,BIOC,1308,Clinical Biochemistry
149,NaN,2-s2.0-85008354394,BIOC,1307,Cell Biology
150,"['Algorithms', 'Bioinformatics', 'Mass spectrometry', 'Protein inference']",2-s2.0-84988843652,AGRI,1106,Food Science
151,"['Clustering', 'Data mining and classification', 'Feature selection (FS)', 'High dimensional (HD)', 'Rough set (RS)', 'Social spider optimization (SSO)']",2-s2.0-85008440469,IMMU,2403,Immunology
152,"['Block transposition', 'Cayley graph', 'Cayley map', 'Graph automorphism', 'Regular map', 'Symmetric group']",2-s2.0-84982732897,BIOC,1309,Developmental Biology
153,NaN,2-s2.0-85008655876,PHAR,3004,Pharmacology
154,NaN,2-s2.0-85009396486,MEDI,2730,Oncology
155,"['BIN2', 'Brachypodium distachyon', 'Brassinosteroids', 'BRI1', 'DWF4', 'Monocots', 'Propiconazole']",2-s2.0-85008425449,BIOC,1306,Cancer Research
156,"['Antibiotic resistance mechanism', 'Biofilm', 'Edwardsiella tarda', 'Quantitative proteomics']",2-s2.0-84988025218,BIOC,1310,Endocrinology
157,NaN,2-s2.0-85009347959,BIOC,1305,Biotechnology
158,"['Citrullus lanatus', 'Cucumis melo', 'Drought stress', 'Genome-wide analysis', 'LEA gene family']",2-s2.0-85008479952,CENG,1502,Bioengineering
159,"['differentially expressed genes', 'enrichment analysis', 'protein-protein interaction network', 'pulmonary sarcoidosis']",2-s2.0-84994351094,IMMU,2402,Applied Microbiology and Biotechnology
160,"['Bioinformatics', 'Gene family', 'Insect physiology', 'Lipid biosynthesis', 'Metabolic pathway', 'RT-PCR']",2-s2.0-84994545296,IMMU,2404,Microbiology
161,"['Cyclin-dependent kinase', 'Molecular modeling', 'P27KIP1', 'Phosphorylation', 'Tumor suppressor']",2-s2.0-85008220543,VETE,3400,Veterinary (all)
162,"['Adjuvant', 'Bioinformatics', 'DNA vaccine', 'Toxofilin', 'Toxoplasma gondii']",2-s2.0-85008413195,BIOC,1314,Physiology
163,"['Bioinformatics', 'Complex indel', 'Next-generation sequencing', 'Variant calling']",2-s2.0-85008354482,BIOC,1303,Biochemistry
164,"['Biofuel', 'Bioinformatics', 'Cell factories', 'Computer science', 'Cyanobacteria', 'Free fatty acids', 'Optimization', 'Screening method']",2-s2.0-85008319419,BIOC,1312,Molecular Biology
165,"['Biomarker', 'FGFR3', 'Infiltrative hepatocellular carcinoma', 'Mutation signatures', 'Whole-exome sequencing']",2-s2.0-85008517585,BIOC,1311,Genetics
166,NaN,2-s2.0-85008411896,MEDI,2700,Medicine (all)
167,"['2D-PAGE', 'Collision induced dissociation', 'Coupled plasma filtration-adsorption (CPFA)', 'Nano-LC–MSMS', 'Pig plasma']",2-s2.0-84992169530,BIOC,1311,Genetics
168,NaN,2-s2.0-85008689564,MEDI,2700,Medicine (all)
169,"['Finite element', 'Non-linear anisotropic model', 'Rotation-free approach', 'Thin shells']",2-s2.0-85006931188,BIOC,1311,Genetics
170,"['Chiloscyllium plagiosum', 'Glutathione S-transferase P1', 'Liver regeneration', 'MicroRNA', 'Transcriptome']",2-s2.0-85008155370,MEDI,2700,Medicine (all)
171,NaN,2-s2.0-85008323993,MEDI,2730,Oncology
172,"['Metastasis', 'miR-761', 'Therapeutic target', 'TRIM29', 'Triple-negative breast cancer']",2-s2.0-85008145219,BIOC,1306,Cancer Research
173,"['Bioinformatics pipeline', 'GBS', 'Genotype accuracy', 'NGS', 'SNP']",2-s2.0-85008233910,NEUR,2800,Neuroscience (all)
174,NaN,2-s2.0-85007559147,BIOC,1312,Molecular Biology
175,"['Ankylosing spondylitis', 'Bath AS Global (BAS-G)', 'CSF2', 'rs657075', 'Single nucleotide polymorphism']",2-s2.0-85008932613,BIOC,1309,Developmental Biology
176,"['miR-638', 'Osteosarcoma', 'PIM1', 'Proliferation']",2-s2.0-85008194288,MEDI,2728,Neurology (clinical)
177,NaN,2-s2.0-84996968391,BIOC,1304,Biophysics
178,"['Bayesian estimation', 'Gamma frailty', 'Inverse Gaussian frailty', 'MCMC', 'Modified inverse Weibull distribution', 'Reversed hazard rate']",2-s2.0-84989261653,BIOC,1303,Biochemistry
179,"['Bennett acceptance ratio', 'ionic liquids', 'molecular dynamics', 'nucleic acid bases', 'solvation free energy']",2-s2.0-84988642789,BIOC,1304,Biophysics
180,"['asymmetric membrane', 'Cell-penetrating peptide', 'interaction', 'polyarginine']",2-s2.0-84988596721,BIOC,1303,Biochemistry
181,"['Atg proteins', 'autophagic cell death', 'autophagy', 'Dictyostelium', 'infection', 'social amoeba']",2-s2.0-85009154372,CHEM,1602,Analytical Chemistry
182,"['Epithelial-mesenchymal transition (EMT)', 'Estrogen receptor alpha (ERα)', 'MAP3K2', 'MiR-34c-3p', 'Triple negative breast cancer (TNBC)']",2-s2.0-85009471347,CHEM,1607,Spectroscopy
