eid,affiliation_id,affiliation_name,affiliation_country
2-s2.0-84871260578,60073428,306th Hospital of the People's Liberation Army,China
2-s2.0-83455166285,60005745,University of Minnesota System,United States
2-s2.0-83455166285,60029445,University of Minnesota Twin Cities,United States
2-s2.0-84862968233,60020870,Chongqing Medical University,China
2-s2.0-83455249863,60025278,Tsinghua University,China
2-s2.0-83455166561,60023471,Pacific Northwest National Laboratory,United States
2-s2.0-83455166561,60028609,Argonne National Laboratory,United States
2-s2.0-83455172569,108808275,Laboratory of Molecular Biology,Poland
2-s2.0-83455172569,60085469,Witold Stefanski Institute of Parasitology of the Polish Academy of Sciences,Poland
2-s2.0-83455172569,60082809,Institute of Medical Biology of the Polish of Sciences,Poland
2-s2.0-83455172569,60085173,Szkola Glowna Gospodarstwa Wiejskiego,Poland
2-s2.0-83655183277,60030619,Max Planck Institute for Molecular Genetics,Germany
2-s2.0-83655183277,101159410,Nycomed GmbH,Germany
2-s2.0-83655183277,60030718,Freie Universitat Berlin,Germany
2-s2.0-83455201732,110325989,Center for Clinical and Translational Science,United States
2-s2.0-83455201732,60009500,University of Vermont,United States
2-s2.0-83455201732,60003234,Chiba University Hospital,Japan
2-s2.0-83455201732,60028900,University of Athens,Greece
2-s2.0-83455201732,60015197,Universita degli Studi di Pavia,Italy
2-s2.0-83455201732,60002746,Harvard Medical School,United States
2-s2.0-83455201732,60012408,Universitat zu Lubeck,Germany
2-s2.0-79958821444,60007902,Technische Universitat Braunschweig,Germany
2-s2.0-79958821444,60017161,National University of Singapore,Singapore
2-s2.0-79958821444,60009982,Harvard University,United States
2-s2.0-79958821444,60003915,Vanderbilt University,United States
2-s2.0-83455168897,60004300,Universita degli Studi del Sannio,Italy
2-s2.0-83455242991,60008877,University of Dundee,United Kingdom
2-s2.0-83455195644,106379319,National Institute for Strategic Health Research,Hungary
2-s2.0-83455195644,110325989,Center for Clinical and Translational Science,United States
2-s2.0-83455195644,60028442,Universidad Politecnica de Madrid,Spain
2-s2.0-83455195644,60009500,University of Vermont,United States
2-s2.0-83455195644,60016908,Universitat Heidelberg,Germany
2-s2.0-83455195644,60001157,"Academic Medical Centre, University of Amsterdam",Netherlands
2-s2.0-83455195644,60026553,University of Melbourne,Australia
2-s2.0-83455195644,60028900,University of Athens,Greece
2-s2.0-83455195644,60010040,New York Academy of Medicine,United States
2-s2.0-83455195644,60032838,Stanford University School of Medicine,United States
2-s2.0-83455195644,60023048,"Private Universitat fur Gesundheitswissenschaften, Medizinische Informatik und Technik",Austria
2-s2.0-83455195644,60009963,Hopitaux universitaires de Geneve,Switzerland
2-s2.0-83455195644,60018869,Maastricht University,Netherlands
2-s2.0-83455162906,60025761,Huazhong University of Science and Technology,China
2-s2.0-83455162906,60010421,Southwest Jiaotong University,China
2-s2.0-83455236014,60007711,Jilin University,China
2-s2.0-83455236014,60018179,University of South Carolina,United States
2-s2.0-83455178816,60004739,Chungbuk National University,South Korea
2-s2.0-83455178816,60073752,MOGAM Biotechnology Research Institute,South Korea
2-s2.0-83455178816,60094209,Green Cross Company,South Korea
2-s2.0-83455178816,60007511,Sungkyunkwan University,South Korea
2-s2.0-83455178816,60001170,Yeungnam University,South Korea
2-s2.0-82555176462,60001563,Universidad de Buenos Aires,Argentina
2-s2.0-82555176462,60012580,"Instituto de Quimica Fisica de los Materiales, Medio Ambiente y Energia",Argentina
2-s2.0-82555176462,60019907,"Universidad de Buenos Aires, Facultad de Medicina",Argentina
2-s2.0-82555176462,60004518,Consejo Nacional de Investigaciones Cientificas y Tecnicas,Argentina
2-s2.0-82555176462,60022148,UCL,United Kingdom
2-s2.0-83455203483,60024492,SAIC-Frederick,United States
2-s2.0-83455203483,60027053,National Cancer Institute at Frederick,United States
2-s2.0-83355169736,60016782,Brigham and Women's Hospital,United States
2-s2.0-83355169736,60013409,National Cancer Institute,United States
2-s2.0-83355169736,60007324,Shanghai Institute for Biological Sciences Chinese Academy of Sciences,China
2-s2.0-83355169736,60002746,Harvard Medical School,United States
2-s2.0-81555205844,60020258,Nanjing Normal University,China
2-s2.0-83255163147,60029551,Saha Institute of Nuclear Physics,India
2-s2.0-84855482033,112589503,CHU A Coruña,Spain
2-s2.0-84855482033,100506697,Hospital Modelo,Spain
2-s2.0-84855482033,60023610,Universidade da Coruña,Spain
2-s2.0-83255166494,60026124,European Bioinformatics Institute,United Kingdom
2-s2.0-83255184398,60012296,Harokopio Panepistimio,Greece
2-s2.0-83255184398,60013141,Norges Teknisk-Naturvitenskapelige Universitet,Norway
2-s2.0-83255184398,60018353,Technische Universitat Dresden,Germany
2-s2.0-84855749766,60029306,Wuhan University,China
2-s2.0-84855749766,60006762,Uniformed Services University of the Health Sciences,United States
2-s2.0-83455221243,112577893,CEINGE (Centro di Ingegneria Genetica) Advanced Biotechnology,Italy
2-s2.0-83455221243,60104443,IRCCS Fondazione SDN,Italy
2-s2.0-83455221243,60017293,Universita degli Studi di Napoli Federico II,Italy
2-s2.0-83255176138,60003771,University of Manchester,United Kingdom
2-s2.0-83255166529,60005273,Korea University,South Korea
2-s2.0-83455203493,NaN,NaN,NaN
2-s2.0-83255193404,60032789,University of Sunderland,United Kingdom
2-s2.0-83255166525,60012704,Kyungpook National University,South Korea
2-s2.0-80055030396,60013551,China Agricultural University,China
2-s2.0-80055030396,60011715,Tianjin Medical University,China
2-s2.0-83255176137,60033154,Universite Concordia,Canada
2-s2.0-83255184425,60032144,Korea Advanced Institute of Science &amp; Technology,South Korea
2-s2.0-83255184425,60022904,New Jersey Institute of Technology,United States
2-s2.0-83255166527,60014156,Soongsil University,South Korea
2-s2.0-83255166526,60026553,University of Melbourne,Australia
2-s2.0-83255173885,60024825,Universidade de Aveiro,Portugal
2-s2.0-83255176136,60025525,Universitat Konstanz,Germany
2-s2.0-83255193391,60032144,Korea Advanced Institute of Science &amp; Technology,South Korea
2-s2.0-83255176127,60001881,University of Sheffield,United Kingdom
2-s2.0-83255164172,60028609,Argonne National Laboratory,United States
2-s2.0-83255164172,60029278,University of Chicago,United States
2-s2.0-83255175703,60026695,UT Southwestern Medical Center,United States
2-s2.0-83255175703,60001117,The Johns Hopkins School of Medicine,United States
2-s2.0-83255175703,60026245,Charite - Universitatsmedizin Berlin,Germany
2-s2.0-83255175703,60001001,Broad Institute,United States
2-s2.0-83155191170,107423431,Nicholas Georgescu-Roegen Interdisciplinary Research and Formation Platform,Romania
2-s2.0-83155191170,60001317,Universitatea Politehnica din Timisoara,Romania
2-s2.0-83155191170,60000434,Universitatea de Vest din Timisoara,Romania
2-s2.0-83355164022,60006173,University of Missouri-Columbia,United States
2-s2.0-83155189221,109904389,EXPEC Computer Center,Saudi Arabia
2-s2.0-83155189221,60009506,King Fahd University of Petroleum and Minerals,Saudi Arabia
2-s2.0-83155188504,60003088,George Washington University,United States
2-s2.0-83155164612,60016908,Universitat Heidelberg,Germany
2-s2.0-83155164612,60017059,German Cancer Research Center,Germany
2-s2.0-83155164612,60012689,Julius-Maximilians-Universitat Wurzburg,Germany
2-s2.0-83355161415,60029170,Lunds Universitet,Sweden
2-s2.0-83355161415,60014077,Skånes universitetssjukhus,Sweden
2-s2.0-83355170739,60025770,Menzies School of Health Research,Australia
2-s2.0-83355170739,60023517,Northern Arizona University,United States
2-s2.0-83355170739,60012718,Mahidol University,Thailand
2-s2.0-83355170739,60077228,National Center for Emerging and Zoonotic Infectious Diseases,United States
2-s2.0-83355170739,60009543,Translational Genomics Research Institute,United States
2-s2.0-84862332359,100457925,Key Laboratory for Cell Differentiation Regulation,China
2-s2.0-84862332359,60029943,Henan Normal University,China
2-s2.0-84870314093,60014256,University of Tsukuba,Japan
2-s2.0-83055179174,60021121,Indiana University,United States
2-s2.0-83455228523,60027152,Sveriges lantbruksuniversitet,Sweden
2-s2.0-83055186881,60004591,Universita degli Studi di Modena e Reggio Emilia,Italy
2-s2.0-83055187822,60026553,University of Melbourne,Australia
2-s2.0-83055166025,60000305,Case Western Reserve University,United States
2-s2.0-83055179155,60003771,University of Manchester,United Kingdom
2-s2.0-83055179155,60032144,Korea Advanced Institute of Science &amp; Technology,South Korea
2-s2.0-83055179155,60022904,New Jersey Institute of Technology,United States
2-s2.0-83055179155,60019647,Georgia Institute of Technology,United States
2-s2.0-83255192917,60019365,Polytech'Nantes,France
2-s2.0-83255192917,60105651,Institut du Thorax,France
2-s2.0-83255192917,60104038,Laboratoire d'Informatique de Nantes-Atlantique,France
2-s2.0-83255164928,60007103,Scripps Research Institute,United States
2-s2.0-83255164928,60007363,Northwestern University,United States
2-s2.0-83255164928,60012317,University of Oregon,United States
2-s2.0-83055170643,109710858,Klinika Gerontologická a Metabolická,Czech Republic
2-s2.0-83055170643,112474946,Centrum pro výzkum a vývoj,Czech Republic
2-s2.0-79957972049,NaN,NaN,NaN
2-s2.0-82955240975,60000906,Universiti Sains Malaysia,Malaysia
2-s2.0-82955211505,60007267,Geisel School of Medicine at Dartmouth,United States
2-s2.0-82955211505,60009037,"Jet Propulsion Laboratory, California Institute of Technology",United States
2-s2.0-82955211505,60003625,Fred Hutchinson Cancer Research Center,United States
2-s2.0-82955184676,60020599,University of Twente,Netherlands
2-s2.0-82955184676,60029116,TELECOM ParisTech,France
2-s2.0-82955184676,60001490,University of Glasgow,United Kingdom
2-s2.0-82955184676,60030035,Budapest University of Technology and Economics,Hungary
