eid,affiliation_id,affiliation_name,affiliation_country
2-s2.0-84962909870,60102126,Universite de Lyon,France
2-s2.0-84962853251,116516665,Research and Development Center for Bioengineering 'Bioirc',Serbia
2-s2.0-84962853251,60068809,University of Kragujevac,Serbia
2-s2.0-84962853251,60002316,Victoria University of Wellington,New Zealand
2-s2.0-84962786142,60068806,Univerzitet u Niu,Serbia
2-s2.0-84962915358,114414578,Bioengineering Research and Development Center - BioIRC,Serbia
2-s2.0-84962915358,60068809,University of Kragujevac,Serbia
2-s2.0-84962915358,60032499,Harvard School of Public Health,United States
2-s2.0-84947967069,60030718,Freie Universitat Berlin,Germany
2-s2.0-84947967069,60032824,Zuse Institute Berlin,Germany
2-s2.0-84947967069,60006925,La Trobe University,Australia
2-s2.0-84962783947,60001187,Chonbuk National University,South Korea
2-s2.0-84962881100,60009160,Universidade Federal de Mato Grosso do Sul,Brazil
2-s2.0-84962911812,60068815,University of Belgrade,Serbia
2-s2.0-84962892219,60022461,Polytechnion Kritis,Greece
2-s2.0-84962892219,60004716,Panepistimion Ioanninon,Greece
2-s2.0-84962892219,60002947,National Technical University of Athens,Greece
2-s2.0-84962815536,60068809,University of Kragujevac,Serbia
2-s2.0-84962815536,116516750,Institute of Cardiovascular Diseases in Sremska Kamenica,Serbia
2-s2.0-84962885839,60105114,Biruni Universitesi,Turkey
2-s2.0-84962885839,60028502,Istanbul Universitesi,Turkey
2-s2.0-84962885839,60019963,Yildiz Teknik Universitesi,Turkey
2-s2.0-84962856979,60069619,"Timiryazev Institute of Plant Physiology, Russian Academy of Sciences",Russian Federation
2-s2.0-84962856979,60007457,Lomonosov Moscow State University,Russian Federation
2-s2.0-84962895447,60006371,University of Michigan-Dearborn,United States
2-s2.0-84962895447,60031707,Michigan State University,United States
2-s2.0-84944214846,60007776,Cornell University,United States
2-s2.0-84944214846,60026000,Uniwersytet Gdanski,Poland
2-s2.0-84962865415,106093403,Research and Development Center for Bioengineering,Serbia
2-s2.0-84962865415,60020201,Fraunhofer-Institut fur Techno- und Wirtschaftsmathematk,Germany
2-s2.0-84962865415,60016782,Brigham and Women's Hospital,United States
2-s2.0-84962865415,60068809,University of Kragujevac,Serbia
2-s2.0-84962865415,60032499,Harvard School of Public Health,United States
2-s2.0-84962865415,60022135,Klinikum der Johannes-Gutenberg-Universitat und Fachbereich Medizin,Germany
2-s2.0-84962835236,100567844,Unit of Medical Technology and Intelligent Information Systems,Greece
2-s2.0-84962835236,60104215,Institute of Communications and Computer Systems,Greece
2-s2.0-84962835236,60029082,"University of Ioannina, School of Medicine",Greece
2-s2.0-84962835236,60029857,"Foundation for Research and Technology-Hellas, Institute of Electronic Structure and Laser",Greece
2-s2.0-84962835236,60004716,Panepistimion Ioanninon,Greece
2-s2.0-84962868750,60042800,University of Engineering and Technology Taxila,Pakistan
2-s2.0-84962868750,60059937,National University of Sciences and Technology Pakistan,Pakistan
2-s2.0-84962920668,60068809,University of Kragujevac,Serbia
2-s2.0-84962788689,60029611,TOBB University of Economics and Technology,Turkey
2-s2.0-84962848878,60016618,Ain Shams University,Egypt
2-s2.0-84962799550,60004060,Univerza v Mariboru,Slovenia
2-s2.0-84952690580,60029885,Sichuan Agricultural University,China
2-s2.0-84962815726,116517741,E-NIOS Applications Private Company,Greece
2-s2.0-84962815726,116517525,Surgical Clinic A,Germany
2-s2.0-84962815726,60017059,German Cancer Research Center,Germany
2-s2.0-84962815726,60003615,Universitat Rostock,Germany
2-s2.0-84962850868,60068809,University of Kragujevac,Serbia
2-s2.0-84962850868,60104290,Singapore University of Technology and Design,Singapore
2-s2.0-84962850868,60011394,Medizinische Universitat Wien,Austria
2-s2.0-84962856941,60077474,Cyprus University of Technology,Cyprus
2-s2.0-84962811744,60070791,American University of Sharjah,United Arab Emirates
2-s2.0-84962919829,105265157,Military Medical Academy,Serbia
2-s2.0-84962919829,60068809,University of Kragujevac,Serbia
2-s2.0-84962811734,60018306,Wright State University,United States
2-s2.0-84950135995,60026415,Stony Brook University State University of New York,United States
2-s2.0-84950135995,60002306,University of Calgary,Canada
2-s2.0-84962786723,60031155,Panepistimion Patron,Greece
2-s2.0-84962905978,60004636,University of Northumbria,United Kingdom
2-s2.0-84962914904,109631599,R and D Center for Bioengineering,Serbia
2-s2.0-84962914904,60068809,University of Kragujevac,Serbia
2-s2.0-84962914904,60009982,Harvard University,United States
2-s2.0-84962803707,115375914,Belgrade Metropolitan University,Serbia
2-s2.0-84962803707,60068809,University of Kragujevac,Serbia
2-s2.0-84962916688,105606879,State University of Novi Pazar,Serbia
2-s2.0-84962916688,60018368,Josip Juraj Strossmayer University of Osijek,Croatia
2-s2.0-84962888812,60068809,University of Kragujevac,Serbia
2-s2.0-84962812243,108128425,Bioengineering Research and Development Center,Serbia
2-s2.0-84962812243,105606879,State University of Novi Pazar,Serbia
2-s2.0-84962875461,60077981,Vilniaus Gedimino technikos universitetas,Lithuania
2-s2.0-84962883643,116516927,Bioingeenering Research and Development Center BioIRC,Serbia
2-s2.0-84962883643,113199661,Faculty for Sports and Physical Education,Serbia
2-s2.0-84962883643,116517013,FC Red Star,Serbia
2-s2.0-84962883643,60068809,University of Kragujevac,Serbia
2-s2.0-84962881954,60068809,University of Kragujevac,Serbia
2-s2.0-84962910868,60104514,Mevlana Universitesi,Turkey
2-s2.0-84962910868,60004636,University of Northumbria,United Kingdom
2-s2.0-84962812190,60012954,Oulun Yliopisto,Finland
2-s2.0-84962844454,60007457,Lomonosov Moscow State University,Russian Federation
2-s2.0-84962844454,114183106,Federal Research Clinical Center of Federal Medical and Biological Agency of,Russian Federation
2-s2.0-84962788208,60071321,Cyprus Institute of Neurology and Genetics,Cyprus
2-s2.0-84962788208,60015331,Aristotle University of Thessaloniki,Greece
2-s2.0-84962788208,60002494,McGill University,Canada
2-s2.0-84962788208,60071343,University of Cyprus,Cyprus
2-s2.0-84962844476,107916835,Sidra Medical and Research Center,Qatar
2-s2.0-84962822434,60031155,Panepistimion Patron,Greece
2-s2.0-84962822434,60011520,King's College London,United Kingdom
2-s2.0-84962866738,113360404,Bioengineering Research and Development Center- BioIRC,Serbia
2-s2.0-84962866738,60068809,University of Kragujevac,Serbia
2-s2.0-84962809856,60068809,University of Kragujevac,Serbia
2-s2.0-84962860002,112940088,Graduate Program in Production Engineering and Systems - PPGEPS,Brazil
2-s2.0-84962860002,60068806,Univerzitet u Niu,Serbia
2-s2.0-84962860002,60020004,Pontificia Universidade Catolica do Parana,Brazil
2-s2.0-84962783532,60008447,Universite de Limoges,France
2-s2.0-84962783532,60003367,Univerzita Palack&amp;eacute;ho v Olomouci,Czech Republic
2-s2.0-84962869256,114414578,Bioengineering Research and Development Center - BioIRC,Serbia
2-s2.0-84962869256,60068809,University of Kragujevac,Serbia
2-s2.0-84962812119,114334607,Manus Neurodynamica Ltd,United Kingdom
2-s2.0-84962812119,60033191,VTT Technical Research Centre of Finland,Finland
2-s2.0-84962812119,60010023,Rijksuniversiteit Groningen,Netherlands
2-s2.0-84962845284,60019963,Yildiz Teknik Universitesi,Turkey
2-s2.0-84962845284,60021379,Bahcesehir Universitesi,Turkey
2-s2.0-84962909967,60009358,Linkopings universitet,Sweden
2-s2.0-84962909967,60012291,Incheon National University,South Korea
2-s2.0-84962920661,114414578,Bioengineering Research and Development Center - BioIRC,Serbia
2-s2.0-84962920661,60068809,University of Kragujevac,Serbia
2-s2.0-84962920661,60068815,University of Belgrade,Serbia
2-s2.0-84962878595,60068809,University of Kragujevac,Serbia
2-s2.0-84962840645,60019963,Yildiz Teknik Universitesi,Turkey
2-s2.0-84962840645,60016446,T.C. Yeditepe Universitesi,Turkey
2-s2.0-84962840645,60086558,Ozyegin University,Turkey
2-s2.0-84962909984,60013682,Seoul National University,South Korea
2-s2.0-84962909984,60001170,Yeungnam University,South Korea
2-s2.0-84962786863,60068809,University of Kragujevac,Serbia
2-s2.0-84962786863,106093403,Research and Development Center for Bioengineering,Serbia
2-s2.0-84962786863,110003879,Clinical Center Kragujevac,Serbia
2-s2.0-84962868691,112722863,SingularLogic S.A.,Greece
2-s2.0-84962868691,60002947,National Technical University of Athens,Greece
2-s2.0-84962875890,60008539,National University of Ireland Galway,Ireland
2-s2.0-84962875890,60015595,Universitat Bielefeld,Germany
2-s2.0-84962875890,60014151,Universitat Passau,Germany
2-s2.0-84962921648,60104215,Institute of Communications and Computer Systems,Greece
2-s2.0-84962921648,60029082,"University of Ioannina, School of Medicine",Greece
2-s2.0-84962921648,60004716,Panepistimion Ioanninon,Greece
2-s2.0-84962921648,60002947,National Technical University of Athens,Greece
2-s2.0-84962921648,60026075,University Hospital of Ioannina,Greece
2-s2.0-84962799363,114428746,Computer and Informatics Engineering Department,Greece
2-s2.0-84962799363,60031155,Panepistimion Patron,Greece
2-s2.0-84962822389,60030398,Temple University,United States
2-s2.0-84962858108,60012704,Kyungpook National University,South Korea
2-s2.0-84962905818,60001881,University of Sheffield,United Kingdom
2-s2.0-84962905818,60068801,University of Novi Sad,Serbia
2-s2.0-84962833471,60015815,Universitat Stuttgart,Germany
2-s2.0-84962816190,115375914,Belgrade Metropolitan University,Serbia
2-s2.0-84962816190,60106792,Composantes Innees de la Reponse Immunitaire et Differenciation,France
2-s2.0-84962833577,60028265,Lanzhou University,China
2-s2.0-84962833577,60003146,Henan University,China
2-s2.0-84962861977,60028644,Baskent Universitesi,Turkey
2-s2.0-84962910645,60020261,Universita della Calabria,Italy
2-s2.0-84952780631,60028186,Ecole Polytechnique Federale de Lausanne,Switzerland
2-s2.0-84952780631,60023691,"University of California, San Francisco",United States
2-s2.0-84952780631,60026285,Swiss Institute of Bioinformatics,Switzerland
2-s2.0-84962856836,60031106,University of Ljubljana,Slovenia
2-s2.0-84963997533,112450387,Horia Hulubei National Institute for Research and Development in Physics and Nuclear Engineering,
2-s2.0-84962854195,60015277,Thomas Jefferson University,United States
2-s2.0-84962854195,60002746,Harvard Medical School,United States
2-s2.0-84962812060,60015066,Aristotle University of Thessaloniki School of Medicine,Greece
2-s2.0-84962896234,60004092,Towson University,United States
2-s2.0-84962890423,60068809,University of Kragujevac,Serbia
2-s2.0-84962890423,116516981,Research and Development Center for Bioengineering 'Biolrc',Serbia
2-s2.0-84962809901,60012408,Universitat zu Lubeck,Germany
2-s2.0-84962910885,60026245,Charite - Universitatsmedizin Berlin,Germany
2-s2.0-84962910885,60011604,Technische Universitat Berlin,Germany
2-s2.0-84962881306,60068801,University of Novi Sad,Serbia
2-s2.0-84962850147,60104215,Institute of Communications and Computer Systems,Greece
2-s2.0-84962850147,60015528,Attikon University Hospital,Greece
2-s2.0-84962850147,60002947,National Technical University of Athens,Greece
2-s2.0-84962815451,106592532,University of East Sarajevo,Bosnia and Herzegovina
2-s2.0-84962815451,60068809,University of Kragujevac,Serbia
2-s2.0-84962815451,60068815,University of Belgrade,Serbia
2-s2.0-84962786720,60068809,University of Kragujevac,Serbia
2-s2.0-84962786720,108128425,Bioengineering Research and Development Center,Serbia
2-s2.0-84962869268,60031155,Panepistimion Patron,Greece
2-s2.0-84962869268,60002947,National Technical University of Athens,Greece
2-s2.0-84962869268,60024484,"University of Patras, School of Medicine",Greece
2-s2.0-84962835379,60018368,Josip Juraj Strossmayer University of Osijek,Croatia
2-s2.0-84962835379,115375914,Belgrade Metropolitan University,Serbia
2-s2.0-84962835379,105606879,State University of Novi Pazar,Serbia
2-s2.0-84962835379,60000961,Institute Ruder Boskovic,Croatia
2-s2.0-84962835379,60068815,University of Belgrade,Serbia
2-s2.0-84962909445,108128425,Bioengineering Research and Development Center,Serbia
2-s2.0-84962909445,105606879,State University of Novi Pazar,Serbia
2-s2.0-84962909445,60068815,University of Belgrade,Serbia
2-s2.0-84962787269,113737486,Bioengineering RandD Centre,Serbia
2-s2.0-84962787269,116516754,Univereity Hospital,Switzerland
2-s2.0-84962787269,108788261,Clinic University Hospital,Spain
2-s2.0-84962787269,60068809,University of Kragujevac,Serbia
2-s2.0-84962789088,114585210,Samsung RandD Institute,India
2-s2.0-84962812180,60032307,"Technologiko Ekpaideutiko Idrima, Kritis",Greece
2-s2.0-84962812180,60019181,Foundation for Research and Technology-Hellas,Greece
2-s2.0-84962850050,60031155,Panepistimion Patron,Greece
2-s2.0-84962850050,60019181,Foundation for Research and Technology-Hellas,Greece
2-s2.0-84952845575,60007997,Weill Cornell Medical College,United States
2-s2.0-84930474238,60018205,Xiamen University,China
2-s2.0-84930474238,60000745,University of Illinois at Urbana-Champaign,United States
2-s2.0-84951915660,60004154,Cleveland State University,United States
2-s2.0-84951915660,60024781,Shaoxing University,China
2-s2.0-84951915660,60023813,Shanghai University,China
2-s2.0-84955668238,60101854,Ontario Institute for Cancer Research,Canada
2-s2.0-84955668238,60016849,University of Toronto,Canada
2-s2.0-84951795388,60023932,University of Technology Sydney,Australia
2-s2.0-85008224763,60005244,Southeast University,China
2-s2.0-84983162390,60017838,Universidad de Extremadura,Spain
2-s2.0-84951763648,116154487,Departments of Public Health Sciences,India
2-s2.0-84951763648,116155734,Center for Bioinformatics,India
2-s2.0-84951763648,100503811,Metabolon Inc.,United States
2-s2.0-84951763648,60024399,Medical College of Georgia,United States
2-s2.0-84951763648,60009408,Wayne State University,United States
2-s2.0-84951763648,60030704,Henry Ford Health System,United States
2-s2.0-84951763648,60008578,Henry Ford Hospital,United States
2-s2.0-84951763648,60027573,Slaski Uniwersytet Medyczny w Katowicach,Poland
2-s2.0-84951763648,60026829,Mayo Medical School,United States
2-s2.0-84951763648,60029747,The University of Georgia,United States
2-s2.0-84951763648,60009788,University of Iowa Caver College of Medicine,United States
2-s2.0-84951774202,60005686,University of Auckland,New Zealand
2-s2.0-84924124295,109716410,Emergentec Biodevelopment GmbH,Austria
2-s2.0-84924124295,112847481,Simcyp Limited (A Certara Company),United Kingdom
2-s2.0-84924124295,60017059,German Cancer Research Center,Germany
2-s2.0-84924124295,60017848,Universite de Technologie de Compiegne,France
2-s2.0-84924124295,60030342,INERIS Institut National de l'Environnement Industriel et des Risques,France
2-s2.0-84958593856,60103673,Ita-Suomen yliopisto,Finland
2-s2.0-84983096319,60105969,"University of Information Science and Technology ""St. Paul The Apostle""-Ohrid",Macedonia
2-s2.0-84983096319,60027844,Universidad de Granada,Spain
2-s2.0-84983096319,60000130,Universidad de Murcia,Spain
2-s2.0-84983096319,60003662,Universidad de Malaga,Spain
2-s2.0-84983119728,60015197,Universita degli Studi di Pavia,Italy
2-s2.0-84949623268,60073546,Second Affiliated Hospital of Harbin Medical University,China
2-s2.0-84983178041,60027282,Universidad Complutense de Madrid,Spain
2-s2.0-84983178041,60032057,Universidad Nacional de La Plata,Argentina
2-s2.0-84949627897,60008872,China Medical University Shenyang,China
2-s2.0-84956561198,112655090,Guangzhou Institute of Criminal Science and Technology,China
2-s2.0-84956561198,116297544,Xuchang Public Security Bureau,China
2-s2.0-84956561198,60088184,Chengdu Sport University,China
2-s2.0-84956561198,60020918,Guangdong Medical College,China
2-s2.0-84964444610,60020609,Isfahan University of Medical Sciences,Iran
2-s2.0-84964444610,60024836,University of Isfahan,Iran
2-s2.0-84964529005,60023478,University of Kashan,Iran
2-s2.0-84951757220,60102070,Shanghai Ocean University,China
2-s2.0-84963956613,60010080,Nanjing University of Science and Technology,China
2-s2.0-84963956613,60014724,Nanjing University of Finance and EcoNomics,China
2-s2.0-84962662633,60024350,National University of Defense Technology,China
2-s2.0-84962662633,60105827,China Academy of Launch Vehicle Technology,China
2-s2.0-84964561132,60001800,Ferdowsi University of Mashhad,Iran
2-s2.0-84960797587,60026851,University of Oxford,United Kingdom
2-s2.0-84956873905,60006297,University of Pennsylvania,United States
2-s2.0-84956873905,60010237,Food and Drug Administration,United States
2-s2.0-84955270664,100943276,Cellular Systems,United States
2-s2.0-84956877149,60008380,European Molecular Biology Laboratory,United Kingdom
2-s2.0-84956877149,60104443,IRCCS Fondazione SDN,Italy
2-s2.0-84956877149,60025063,KU Leuven,Belgium
2-s2.0-84956877149,60032350,Universita degli Studi di Roma La Sapienza,Italy
2-s2.0-84956877149,100760010,Telethon Institute of Genetics and Medicine,Italy
2-s2.0-84956877149,60002494,McGill University,Canada
2-s2.0-84956877149,60016041,IRCCS Istituto Giannina Gaslini - Ospedale Pediatrico,Italy
2-s2.0-84956877149,60021199,Consiglio Nazionale delle Ricerche,Italy
2-s2.0-84956877149,60017293,Universita degli Studi di Napoli Federico II,Italy
2-s2.0-84952029171,60025084,Shanghai Jiaotong University,China
2-s2.0-84963665644,60002014,The Royal Institute of Technology (KTH),Sweden
2-s2.0-84963665644,60104353,Indian Institute of Technology,India
2-s2.0-84963767058,60008950,Australian National University,Australia
2-s2.0-84963705517,60006288,Delft University of Technology,Netherlands
2-s2.0-84963705517,60018869,Maastricht University,Netherlands
2-s2.0-84951287682,60013791,University of Hawaii at Manoa,United States
2-s2.0-84951287682,60032788,Chaminade University Honolulu,United States
2-s2.0-84951287682,60005469,University of Iowa Healthcare,United States
2-s2.0-84963717076,116538271,"Soft Tech Consulting, Inc.",United States
2-s2.0-84951035225,112334309,University of Sciences,Mali
2-s2.0-84951035225,60003344,Burnet Institute,Australia
2-s2.0-84951035225,60012786,Walter Reed Army Institute of Research,United States
2-s2.0-84951035225,60012957,University of Maryland School of Medicine,United States
2-s2.0-84951035225,60026553,University of Melbourne,Australia
2-s2.0-84951035225,60017403,Biomedical Primate Research Centre - Rijswijk,Netherlands
2-s2.0-84951035225,112578414,Population Health and Immunity Division,Australia
2-s2.0-84951035225,60019578,Monash University,Australia
2-s2.0-85002753330,113606566,European Center for Bioinformatics and Genomics,Poland
2-s2.0-85002753330,60085665,Poznanskie Centrum Superkomputerowo Sieciowe,Poland
2-s2.0-85002753330,60020537,Instytut Chemii Bioorganicznej Polskiej Akademii Nauk,Poland
2-s2.0-85002753330,60008555,Politechnika Poznanska,Poland
2-s2.0-84963717185,60017366,IBM Thomas J. Watson Research Center,United States
2-s2.0-84963735917,60004538,Dalian University of Technology,China
2-s2.0-84952874857,60022036,"Children's Cancer Research Institute, Vienna",Austria
2-s2.0-84952874857,60000256,Max-Planck-Institut fur Informatik,Germany
2-s2.0-84952874857,60003156,Osterreichische Akademie Der Wissenschaften,Austria
2-s2.0-84952874857,60011394,Medizinische Universitat Wien,Austria
2-s2.0-84963743552,113727140,ORTEC Medical,Germany
2-s2.0-84963743552,60026245,Charite - Universitatsmedizin Berlin,Germany
2-s2.0-84925114160,60007103,Scripps Research Institute,United States
2-s2.0-84951310254,60014966,Peking University,China
2-s2.0-84951320291,60031041,Northwest A&amp;F University,China
2-s2.0-84951320291,60004691,Xuzhou Normal University,China
2-s2.0-84954074844,60010756,Dartmouth College,United States
2-s2.0-84954074844,60019000,Memorial University of Newfoundland,Canada
2-s2.0-84954074844,60006297,University of Pennsylvania,United States
2-s2.0-84944451860,60000906,Universiti Sains Malaysia,Malaysia
2-s2.0-84951280445,112442404,Shandong Key Lab of Animal Disease Control and Breeding,China
2-s2.0-84951280445,60073566,Shandong Academy of Agricultural Sciences,China
2-s2.0-84949228949,60007828,University of Kansas Medical Center,United States
2-s2.0-84949228949,60031706,Utah State University,United States
2-s2.0-84951850115,60015043,Universidade Federal do Parana,Brazil
2-s2.0-84953868692,60107228,Laboratorio Nacional de Biociencias,Brazil
2-s2.0-84953868692,60020402,Instituto Butantan,Brazil
2-s2.0-84953868692,60008088,Universidade de Sao Paulo - USP,Brazil
2-s2.0-84959549790,60000481,Universita degli Studi di Padova,Italy
2-s2.0-84959549790,60021199,Consiglio Nazionale delle Ricerche,Italy
2-s2.0-84951760129,100415160,Shandong Traffic Hospital,China
2-s2.0-84951760129,60073538,Hangzhou First People's Hospital,China
